word,count,proper,pre1822_mean,pre1822_years,first_year,mean_1822_49,mean_1850_1900,ratio_pre1822_to_1850_1900
biting,1,,1.327e-06,37,1780,1.833e-06,2.303e-06,0.576
black,3,,9.760e-05,42,1780,1.077e-04,1.406e-04,0.694
blackish,1,,3.775e-06,35,1780,3.821e-06,4.351e-06,0.868
blend,1,,1.953e-06,40,1782,2.358e-06,1.956e-06,0.999
board,1,,2.247e-04,42,1780,1.821e-04,2.746e-04,0.818
body,1,,2.979e-04,42,1780,3.004e-04,2.486e-04,1.198
both,1,,4.471e-04,42,1780,4.405e-04,4.075e-04,1.097
bottom,1,,4.492e-05,42,1780,4.461e-05,6.125e-05,0.733
bounded,1,,1.487e-05,41,1780,1.478e-05,1.216e-05,1.223
branched,1,,4.896e-06,38,1781,2.276e-06,2.563e-06,1.910
branches,4,,6.751e-05,42,1780,6.737e-05,6.097e-05,1.107
branching,1,,2.774e-06,40,1780,2.144e-06,2.722e-06,1.019
brarchts,1,,0.000e+00,0,,0.000e+00,0.000e+00,
breast,1,,3.769e-05,42,1780,3.910e-05,2.983e-05,1.263
broad,1,,4.541e-05,42,1780,5.021e-05,6.378e-05,0.712
broadly,1,,1.499e-06,32,1780,1.759e-06,5.093e-06,0.294
broken,2,,5.415e-05,42,1780,7.096e-05,7.179e-05,0.754
brook,1,,1.032e-05,42,1780,1.110e-05,1.330e-05,0.776
brown,6,,6.471e-05,42,1780,7.513e-05,1.120e-04,0.578
brownisli,1,,7.627e-09,2,1785,2.364e-10,1.190e-09,6.408
bten,1,,1.238e-07,33,1781,2.684e-08,3.612e-08,3.427
buds,2,,4.489e-06,40,1780,5.631e-06,7.699e-06,0.583
bursting,1,,4.704e-06,41,1780,6.745e-06,5.354e-06,0.879
but,11,,3.615e-03,42,1780,3.816e-03,3.321e-03,1.089
by,17,,6.917e-03,42,1780,6.706e-03,6.497e-03,1.065
c,1,proper,5.348e-04,42,1780,4.964e-04,3.429e-04,1.560
calochortus,1,,3.170e-09,4,1806,2.851e-09,2.410e-08,0.132
camp,3,,5.607e-05,42,1780,4.599e-05,5.987e-05,0.937
campanula,1,proper,3.070e-07,25,1783,1.476e-07,1.509e-07,2.034
can,1,,1.244e-03,42,1780,1.346e-03,1.297e-03,0.959
cannot,1,,0.000e+00,0,,0.000e+00,0.000e+00,
canoe,3,,8.588e-06,40,1780,6.702e-06,6.527e-06,1.316
carolina,2,proper,7.162e-05,42,1780,6.930e-05,5.731e-05,1.250
case,1,,4.775e-04,42,1780,5.548e-04,6.424e-04,0.743
catastrophe,1,,4.525e-06,41,1780,6.219e-06,4.266e-06,1.061
cause,1,,3.338e-04,42,1780,3.390e-04,2.669e-04,1.250
caused,1,,4.194e-05,42,1780,5.519e-05,7.663e-05,0.547
caution,1,,2.152e-05,42,1780,1.859e-05,1.267e-05,1.699
centuries,1,,1.408e-05,42,1780,2.360e-05,2.717e-05,0.518
certhia,1,proper,4.770e-08,16,1798,5.637e-08,4.986e-08,0.957
ch,1,,4.214e-05,42,1780,5.539e-05,4.266e-05,0.988
changed,1,,4.365e-05,42,1780,5.265e-05,6.046e-05,0.722
channel,1,,2.255e-05,42,1780,2.368e-05,4.208e-05,0.536
character,1,,2.404e-04,42,1780,3.360e-04,2.550e-04,0.943
characterizes,1,,1.171e-06,36,1782,2.307e-06,2.667e-06,0.439
characters,1,,6.137e-05,42,1780,5.265e-05,3.728e-05,1.646
chin,1,,4.060e-06,41,1780,4.786e-06,6.467e-06,0.628
chose,1,,2.014e-05,42,1780,1.864e-05,1.439e-05,1.399
ciliala,1,,0.000e+00,0,1834,1.292e-10,1.139e-09,0.000
cipice,1,,7.202e-09,13,1798,1.386e-08,3.755e-09,1.918
circumference,1,,1.325e-05,41,1780,1.290e-05,9.685e-06,1.368
clark,1,proper,1.867e-05,42,1780,2.343e-05,3.936e-05,0.474
class,1,,7.054e-05,42,1780,1.078e-04,1.708e-04,0.413
clear,1,,8.942e-05,42,1780,1.028e-04,1.187e-04,0.753
cleavages,1,,2.791e-08,10,1801,1.122e-07,1.098e-07,0.254
cleft,1,,5.127e-06,38,1780,3.754e-06,3.532e-06,1.451
climates,1,,9.499e-06,42,1780,7.172e-06,4.581e-06,2.073
climbing,1,,1.875e-06,37,1781,2.880e-06,4.769e-06,0.393
closely,1,,2.123e-05,42,1780,2.686e-05,4.055e-05,0.524
coarse,2,,1.320e-05,42,1780,1.641e-05,1.898e-05,0.696
coespitose,1,,0.000e+00,0,1840,6.376e-11,4.876e-10,0.000
collected,1,,6.124e-05,42,1780,5.689e-05,5.751e-05,1.065
collections,1,,1.197e-05,42,1780,1.150e-05,1.951e-05,0.614
colour,2,,7.187e-05,42,1780,4.789e-05,1.268e-05,5.670
coloured,2,,1.557e-05,42,1780,1.642e-05,4.972e-06,3.133
colouring,1,,5.894e-06,42,1780,5.857e-06,1.684e-06,3.500
columbia,1,proper,2.638e-05,40,1781,3.159e-05,4.550e-05,0.580
columnar,3,,2.314e-06,29,1785,7.518e-07,1.020e-06,2.268
colun,1,,5.675e-09,9,1789,4.661e-09,6.539e-09,0.868
coming,2,,7.824e-05,42,1780,8.563e-05,1.032e-04,0.758
comminuted,1,,4.731e-07,27,1783,3.258e-07,7.000e-07,0.676
common,1,,3.618e-04,42,1780,3.371e-04,2.879e-04,1.257
commonly,2,,5.797e-05,42,1780,4.361e-05,3.101e-05,1.869
compact,1,,1.715e-05,42,1780,2.184e-05,1.688e-05,1.016
compare,1,,1.696e-05,42,1780,2.168e-05,2.373e-05,0.715
compressed,1,,7.558e-06,39,1780,8.005e-06,1.079e-05,0.700
conception,1,,1.251e-05,42,1780,1.750e-05,2.391e-05,0.523
confluence,1,,2.761e-06,41,1781,2.346e-06,1.867e-06,1.479
conglomerate,1,,3.543e-07,27,1783,1.319e-06,3.345e-06,0.106
considered,2,,1.998e-04,42,1780,2.013e-04,1.523e-04,1.312
consists,1,,4.582e-05,42,1780,5.023e-05,5.452e-05,0.841
conspicuous,1,,1.817e-05,42,1780,1.725e-05,1.781e-05,1.020
constantly,1,,4.478e-05,42,1780,5.086e-05,4.749e-05,0.943
contains,1,,6.355e-05,42,1780,7.138e-05,7.259e-05,0.875
contemplating,1,,5.393e-06,40,1781,5.349e-06,3.374e-06,1.598
continent,1,,3.851e-05,42,1780,3.443e-05,2.965e-05,1.299
continuity,2,,2.084e-06,38,1780,2.101e-06,3.807e-06,0.547
converting,1,,4.804e-06,42,1780,5.502e-06,4.451e-06,1.079
convincing,1,,6.772e-06,42,1780,6.037e-06,4.391e-06,1.542
cool,1,,1.607e-05,42,1780,1.870e-05,2.326e-05,0.691
copse,1,,4.953e-07,34,1780,8.066e-07,6.435e-07,0.770
corner,1,,2.651e-05,42,1780,3.044e-05,5.098e-05,0.520
cornfield,1,,1.474e-07,27,1790,3.129e-07,5.610e-07,0.263
corrolla,1,,3.498e-08,10,1785,1.012e-08,3.515e-09,9.951
