,jefferson_1,jefferson_2,jefferson_3,jefferson_4,randolph_1,randolph_2,randolph_3,randolph_4,jackson_1,jackson_2,jackson_3,jackson_4,jqadams_1,jqadams_2,jqadams_3,jqadams_4,ejames_1,ejames_2,ejames_3,ejames_4,flint_1,flint_2,flint_3,flint_4,hall_1,hall_2,hall_3,hall_4,paulding_1,paulding_2,paulding_3,paulding_4,pike_1,pike_2,pike_3,pike_4,biddle_1,biddle_2,biddle_3,biddle_4,gregg_1,gregg_2,gregg_3,gregg_4,pattie_1,pattie_2,pattie_3,pattie_4,tjames_1,tjames_2,tjames_3,tjames_4,irving_1,irving_2,irving_3,irving_4,bagby_1,bagby_2,bagby_3,bagby_4,cooke_1,cooke_2,cooke_3,cooke_4,cooke_lee_1,cooke_lee_2,cooke_lee_3,cooke_lee_4,davis_1,davis_2,davis_3,davis_4,page_1,page_2,page_3,page_4,cable_1,cable_2,cable_3,cable_4,eggleston_1,eggleston_2,eggleston_3,eggleston_4,twain_1,twain_2,twain_3,twain_4,twain_letters_1,twain_letters_2,twain_letters_3,twain_letters_4,lee_1,lee_2,lee_3,lee_4,cabell_1,cabell_2,cabell_3,cabell_4,christian_1,christian_2,christian_3,christian_4,pollock_1,pollock_2,pollock_3,pollock_4,shsp_1,shsp_2,shsp_3,shsp_4,poe_goldbug_1,poe_goldbug_2,poe_letters_1,beale_letters,beale_letter1,beale_b2,narrative,morriss,narrative_A,narrative_B,beale_letters_2000,narrative_2000
hall_1,1.0106,0.9375,0.9634,1.0013,1.0943,1.0593,1.1179,1.0733,0.9683,1.1806,0.9433,0.8642,0.8291,1.0597,0.9967,0.9186,0.8581,0.8770,1.0696,1.0066,0.9440,0.8664,0.8322,0.9232,0.0000,0.7439,0.8118,1.0048,0.9385,0.9627,1.0027,0.8709,1.0083,0.9103,1.0243,0.8043,0.9285,1.0923,0.8732,0.9177,0.9737,0.8856,0.9328,1.0172,0.8571,1.0278,1.0626,1.0353,0.8583,0.9507,1.0079,1.0298,0.8477,0.9484,0.9254,0.8967,0.9249,1.0484,0.9962,1.2101,0.7859,0.7964,0.9342,1.0639,0.8774,0.9899,0.8517,0.9157,0.8903,0.9365,0.8206,0.8964,1.0549,1.0758,1.0995,1.1622,0.8317,1.0760,1.0385,1.0638,1.1163,1.0152,1.1195,0.9596,1.0609,1.2165,0.9218,0.9544,1.1088,1.0893,1.0833,1.2009,1.1253,0.9754,1.0243,0.9635,0.8134,0.9720,0.9357,0.8497,0.8627,0.9262,0.8693,0.8584,0.8716,0.8321,0.7962,0.9198,0.9594,0.9471,0.9894,0.8499,1.1350,0.9247,1.2066,1.0586,1.0425,1.3075,0.9217,1.3325,1.0088,0.9867,1.0393,1.0047
hall_2,0.9563,0.8948,0.9047,1.0771,1.0440,1.0195,1.0777,0.8940,0.9304,1.1204,0.9253,0.7176,0.7240,0.9433,0.8635,0.8815,0.9064,0.8392,1.1271,1.0131,0.9514,0.8450,0.9000,0.9159,0.7439,0.0000,0.8622,0.9750,0.8882,0.8675,0.9154,0.9002,0.8675,0.8112,0.9893,0.8401,0.8929,0.9014,0.8170,0.8282,1.0181,0.9150,0.9871,1.0260,0.8044,0.9392,0.9887,1.0156,0.7658,0.7945,0.7837,0.9485,0.8571,0.8963,0.9417,0.9411,0.9757,1.1131,0.9144,1.1456,0.7531,0.7615,1.0227,1.0777,0.9376,0.9083,0.8488,0.9974,0.8465,0.9047,0.8222,0.8380,0.9897,1.1168,1.0713,1.0791,0.7781,0.9793,1.0417,1.0917,1.0540,0.9847,1.0030,0.8476,1.0279,1.1031,0.8990,0.8710,1.0767,1.0806,1.0946,1.1632,1.1492,1.0157,1.0121,1.0679,0.9051,1.0092,0.9201,0.8866,0.9673,0.8500,0.8577,0.9070,0.8753,0.9321,0.8690,0.9854,0.9376,0.9199,0.9067,0.7794,1.0632,0.8826,1.2571,0.9538,0.9695,1.3494,0.9374,1.3192,1.0256,1.0521,0.9887,1.0222
hall_3,0.8764,0.8008,0.9035,1.0728,1.1485,1.1351,1.2403,1.1053,0.9650,1.2310,0.9575,0.8390,0.8870,1.0454,0.9172,0.9595,0.9559,0.9469,1.2139,0.9977,0.9715,0.8873,0.9821,0.9350,0.8118,0.8622,0.0000,1.0340,0.9143,0.9054,0.9194,0.9072,0.9639,0.8929,1.0309,0.9287,0.9288,0.9538,1.0187,0.9147,0.9974,0.8732,1.0680,1.0512,0.7204,1.0039,0.9464,1.0974,0.7917,0.8305,0.8187,0.9951,0.8443,0.8699,0.9669,0.8834,0.9051,1.0631,1.0067,1.2438,0.7613,0.8100,0.8092,1.0495,0.9011,0.9502,0.8937,0.9394,0.8733,0.8916,0.9047,0.8837,0.9615,0.9916,1.1107,1.1024,0.8976,1.0384,1.0987,1.1523,0.9790,0.9137,1.0433,0.8235,0.9707,1.2336,0.9735,1.0737,1.1776,1.0697,1.0722,1.1974,1.1172,0.9400,1.0680,0.9556,0.8622,0.9528,0.8267,0.8240,0.8213,0.9200,0.8902,0.8879,0.9291,0.9834,0.8532,0.9851,0.8380,0.9329,1.0014,0.7769,1.2561,0.9421,1.1999,0.9676,0.9593,1.3406,0.8945,1.2180,0.9322,1.0482,0.9392,0.9287
hall_4,1.0764,1.1003,1.1200,0.9406,1.1126,1.1119,1.2961,1.0742,0.9980,1.2314,1.0339,1.0555,1.0098,1.0061,1.1145,1.0559,1.1198,1.1621,1.1884,1.2399,1.0926,1.0511,0.9853,1.1719,1.0048,0.9750,1.0340,0.0000,1.0380,1.0221,1.2405,1.0199,1.3495,1.1761,1.2142,1.1301,1.1825,1.2315,1.1297,1.1464,0.8849,1.2697,1.0900,1.0966,1.2166,1.3291,1.2827,1.1669,1.1227,1.2895,1.2517,1.2696,1.1940,1.2326,1.3334,1.3448,0.9274,1.3003,1.1369,1.4039,1.0660,1.0813,1.2568,1.2693,1.0342,1.2096,1.1502,1.1063,0.9753,1.0368,1.1146,1.0895,1.3330,1.3150,1.3825,1.4298,1.0653,1.1665,1.2811,1.2793,1.1675,1.2123,1.1512,1.1051,1.3220,1.4348,1.1069,1.0657,1.1940,1.2650,1.3186,1.2434,1.2695,1.2257,1.0772,1.2294,1.1002,1.1647,1.1522,1.0914,1.1425,1.2086,1.2202,1.2138,1.0997,1.0766,1.0321,1.1496,1.2280,1.2408,1.0401,1.0978,1.3453,1.1625,1.2928,1.1559,1.1798,1.5447,1.0673,1.3646,1.1337,1.1009,1.1995,1.1321
paulding_1,0.8604,0.9126,1.0371,1.0071,1.0115,1.0168,1.1018,0.9067,0.9815,1.0784,0.9076,0.8272,0.8725,1.0300,1.0472,0.9958,1.0947,1.0814,1.1739,1.2555,0.9772,0.9387,0.8899,0.9562,0.9385,0.8882,0.9143,1.0380,0.0000,0.8322,0.8664,0.8197,1.0896,0.9162,0.9457,1.0062,1.1005,1.0777,1.0516,0.9648,0.8864,1.0801,1.0390,1.0728,0.9299,1.1374,0.9844,1.0054,0.9769,1.0056,1.0101,0.9754,0.9744,1.0237,1.0621,1.1218,0.7597,1.1039,0.8853,1.1005,0.8905,0.8714,1.0443,1.2447,0.9113,1.0667,1.0415,0.9886,0.9752,0.9955,1.1284,0.9806,1.1282,1.0711,0.9756,1.1065,0.8428,0.9881,0.9699,0.9780,1.0843,1.0862,1.0169,0.9622,0.9493,1.0139,0.8624,0.9913,0.9973,0.9274,0.9436,1.0371,1.0905,0.9085,0.9538,1.0390,0.9045,0.9749,0.9467,0.9179,0.9031,0.9782,1.0153,1.0375,0.9416,1.0155,0.9217,1.0925,0.9765,1.0028,0.9689,0.9951,1.0398,1.0047,1.2037,1.0079,1.0074,1.4961,0.8564,1.2852,0.9439,0.9713,1.0546,0.9385
paulding_2,0.9147,0.9074,1.0047,0.9676,1.0338,1.0855,1.1723,0.8921,0.9557,1.1980,0.9644,0.8918,0.9697,1.0762,1.0216,1.0945,1.0891,0.9695,1.2274,1.1713,0.9198,1.0421,0.9276,1.0487,0.9627,0.8675,0.9054,1.0221,0.8322,0.0000,1.0001,0.8146,1.1191,0.9452,1.0654,0.8960,1.0529,1.0746,1.1135,1.0457,0.9004,0.9749,0.9972,0.9185,0.9132,1.1186,1.1206,1.0915,0.8543,1.0311,1.0145,1.0618,0.9216,1.0222,1.0211,1.0957,0.8709,1.1818,0.9569,1.1867,0.9828,0.8315,1.0583,1.1536,0.8866,0.9965,1.0473,1.0309,0.9131,0.9792,0.9951,0.9764,1.1179,1.0390,1.1466,1.2063,0.8941,1.0699,1.1052,1.0996,1.0444,1.1223,1.0851,1.0224,1.0801,1.1674,0.8796,0.9712,1.1010,1.0534,1.1043,1.1154,1.1382,0.9836,1.0724,1.1229,1.0020,1.1046,0.9355,0.9888,1.0005,1.0000,1.0656,1.0493,0.9439,0.9717,0.9604,1.1058,1.0896,1.0477,1.0271,0.9029,1.1810,1.0333,1.1865,1.0393,1.0613,1.4320,0.9876,1.3955,1.0806,1.0716,1.0841,1.0760
paulding_3,0.8951,0.9664,1.1039,1.2041,1.0600,1.0645,1.0845,0.9603,1.0831,1.1172,0.9593,0.8405,0.9168,1.0277,1.0463,0.9344,1.2730,1.0439,1.4503,1.2329,1.1109,0.9839,1.0756,0.9476,1.0027,0.9154,0.9194,1.2405,0.8664,1.0001,0.0000,0.9820,1.0876,1.0009,1.0465,1.1329,1.2081,1.0928,1.1876,1.1312,1.0972,1.0976,1.2868,1.1282,0.9355,1.1096,1.0266,0.9515,1.0317,1.0400,0.9465,0.9015,1.0172,1.0994,1.1426,1.0299,0.9677,1.1066,1.0524,1.1979,0.8615,0.8843,1.0003,1.2336,0.8943,0.9886,0.9659,0.9218,0.9802,0.9935,1.0937,0.9889,1.0674,1.1523,1.0373,1.1017,0.9277,0.9899,1.0096,0.9930,1.0850,1.0363,1.0688,1.0298,1.0363,0.9766,0.9780,1.1341,1.0735,0.9530,1.0037,1.0957,1.0669,1.0166,1.0991,1.1286,0.9763,1.0003,0.9646,0.9721,0.9760,0.9826,0.9794,1.1123,1.0677,1.0595,0.9662,1.1842,0.9393,1.0524,1.0764,0.9341,1.0990,1.0055,1.0977,1.0072,0.9720,1.5260,0.8254,1.2036,0.9435,0.8991,1.0047,0.9426
paulding_4,0.8340,0.9161,1.0037,1.0935,1.0563,0.9787,1.0693,0.9503,0.9774,1.0550,0.8505,0.8809,0.9688,1.0933,1.0207,1.0099,1.0007,0.9569,1.0749,1.1328,0.8581,0.9227,0.8117,0.9338,0.8709,0.9002,0.9072,1.0199,0.8197,0.8146,0.9820,0.0000,1.0167,0.9242,1.0923,0.8797,1.0831,1.1015,0.9631,0.9011,0.9236,0.9750,0.8726,0.8945,0.8444,1.0575,1.0620,1.1283,0.8824,0.9098,0.9974,0.9809,1.0323,1.0442,1.0564,0.9626,0.8690,1.1862,0.9432,1.1860,0.8926,0.9121,1.0340,1.1788,0.8403,1.1080,0.9818,0.9801,0.9491,0.9382,1.0142,0.9539,1.1023,1.1160,1.0050,1.1371,0.9237,1.1067,1.1218,1.1190,1.0553,1.0255,1.0538,0.9359,1.0440,1.1790,0.9982,0.9278,1.0738,0.9945,1.1441,1.1022,1.0713,0.9737,1.0399,1.1143,0.9285,1.0240,0.9754,0.9753,0.9128,0.9933,1.0369,0.9851,0.9017,0.8669,0.9193,1.1031,0.9164,1.0649,0.9849,0.9276,1.0459,0.8956,1.2206,0.9744,0.9913,1.4697,0.8869,1.3024,0.9811,0.9953,1.0328,0.9769
pike_1,1.0429,0.9601,1.0658,1.2431,1.2338,1.1406,1.1642,1.0651,1.0572,1.1587,1.0586,0.8681,0.8876,1.0572,1.0544,1.0257,0.9569,0.8015,1.1344,0.9168,1.0204,0.9265,1.0774,0.9300,1.0083,0.8675,0.9639,1.3495,1.0896,1.1191,1.0876,1.0167,0.0000,0.7414,1.0315,0.8995,0.8576,0.9171,0.8581,0.8469,1.1568,0.9867,1.0775,1.1803,0.9001,0.9207,1.0215,1.0932,0.7526,0.7629,0.8220,0.9320,0.8591,0.7513,0.8709,0.8316,1.0992,0.9248,1.0088,1.1733,0.8192,0.9205,0.9692,0.9527,1.0554,0.9291,0.9551,1.0119,1.0440,1.0938,0.8957,0.9231,1.0181,0.9987,1.0084,1.0127,0.9736,1.0218,1.0298,1.1097,1.1723,1.0629,1.1240,0.9963,0.9761,1.0977,1.0195,1.1487,1.1362,1.0357,1.0658,1.2205,1.1919,0.9448,1.1560,1.1065,1.0246,1.1037,1.0224,0.9115,1.0527,0.8891,0.8466,0.9638,1.0277,1.0499,0.9967,0.9661,0.9531,0.8969,1.0022,0.7949,1.0796,0.9407,1.4148,1.0989,1.0851,1.2141,1.1039,1.4401,1.1821,1.1836,1.0892,1.1801
pike_2,0.9916,0.9326,0.9511,1.1307,1.0789,1.0412,1.1164,0.9878,0.8972,1.0067,0.8973,0.7538,0.8590,0.9305,0.9335,0.9137,0.9086,0.8665,1.0634,0.9966,0.9768,0.9263,0.9011,0.8818,0.9103,0.8112,0.8929,1.1761,0.9162,0.9452,1.0009,0.9242,0.7414,0.0000,0.9555,0.8259,0.9175,0.9212,0.8575,0.9458,1.0451,0.9844,1.0367,1.1003,0.8440,1.0049,0.9496,1.0231,0.8141,0.9071,0.8652,0.9868,0.8475,0.8153,0.8870,0.9110,1.0199,0.9084,0.9081,1.0648,0.8443,0.7818,0.9623,0.9963,0.9195,0.8535,0.8547,0.9203,0.9494,0.9342,0.9880,0.8936,1.0694,0.9910,0.9683,0.9833,0.8197,0.9274,0.9414,0.9233,1.2070,1.1578,1.0915,0.9360,0.9670,1.1164,0.9185,1.0414,1.0863,1.0407,1.0220,1.1201,1.0951,0.9332,1.0508,1.0828,0.9406,0.9892,0.9490,0.9121,1.0259,0.9086,0.8705,0.9219,0.9394,0.9591,0.8917,0.9778,1.0126,0.9054,0.8886,0.8036,1.0379,0.8672,1.2495,1.0101,1.0033,1.2258,0.9695,1.2911,1.0289,1.0652,1.0290,1.0279
pike_3,0.9914,0.9547,0.9715,1.1621,0.9901,0.9958,1.0957,1.0284,0.8682,1.0830,0.9285,0.9066,0.8956,0.9543,0.9817,0.9834,1.2361,1.1974,1.3772,1.1528,1.0659,1.1129,1.2386,1.1146,1.0243,0.9893,1.0309,1.2142,0.9457,1.0654,1.0465,1.0923,1.0315,0.9555,0.0000,0.9202,1.1425,1.0327,1.2314,1.1616,1.1928,1.1673,1.2722,1.1034,0.9710,1.1866,0.9703,0.9261,1.0043,1.0837,1.0010,0.8947,1.0328,1.1136,1.2047,1.2039,1.1359,1.0416,1.0622,1.2111,0.9027,0.9330,1.0477,1.2115,1.0099,1.0838,1.0534,0.9071,0.9813,1.0196,1.1041,0.8009,1.0791,1.0975,1.1005,1.1244,1.0625,1.0195,1.0536,0.9813,1.2221,1.1047,1.1696,1.0689,1.1887,1.1683,1.0161,1.1482,0.9931,1.1127,1.1091,1.1100,1.0987,0.9074,1.0118,1.1438,1.0501,1.1222,1.0641,1.0669,1.1016,1.1351,1.1318,1.0725,1.1607,1.1614,1.1121,1.1279,1.1228,1.0747,1.0480,0.9560,1.1303,1.1236,1.1616,1.0645,1.0966,1.4053,0.9471,1.3211,1.0826,1.0090,1.1202,1.0823
pike_4,1.0208,1.0196,1.0027,1.1006,1.0568,1.0294,1.1132,1.0757,0.8933,1.1254,0.9715,0.9371,0.8874,0.9894,1.0873,0.9874,0.8423,0.8693,0.9719,0.8029,0.9768,0.9791,0.8947,0.9879,0.8043,0.8401,0.9287,1.1301,1.0062,0.8960,1.1329,0.8797,0.8995,0.8259,0.9202,0.0000,0.7897,0.9701,0.9470,0.9033,0.9933,0.9897,0.9486,0.9588,0.8692,1.0825,1.0909,1.0954,0.7921,0.8794,0.9207,1.0651,0.8861,0.9925,1.0281,1.0245,0.9411,0.9779,1.0150,1.2602,0.7576,0.7586,0.9189,0.8633,0.9449,0.9819,0.8550,0.8982,0.8597,0.9156,0.9353,0.8822,1.0544,1.1412,1.0569,1.0956,0.9407,1.0515,1.0986,1.1196,1.1445,1.1112,1.1375,0.9822,1.1681,1.3592,0.9858,1.0718,1.1860,1.0831,1.1544,1.2148,1.1693,0.9067,1.0022,1.0688,0.8610,1.0347,0.8988,0.8937,0.9733,0.8963,0.9085,0.8810,0.9699,0.8326,0.9522,0.8076,0.9673,0.9550,0.9655,0.8804,1.1733,1.0794,1.2722,1.1667,1.1794,1.1401,1.0016,1.4124,1.1204,1.1174,1.2037,1.1178
biddle_1,1.0607,1.0379,0.9933,1.2047,1.2868,1.1889,1.2354,1.2335,0.9446,1.2117,1.0552,0.9468,0.9627,1.0403,1.0793,1.0044,0.8076,0.8609,0.9421,0.5533,1.1184,0.9566,0.8742,0.9864,0.9285,0.8929,0.9288,1.1825,1.1005,1.0529,1.2081,1.0831,0.8576,0.9175,1.1425,0.7897,0.0000,0.9304,0.9563,0.9947,1.1080,1.0472,1.0530,1.1095,0.9042,0.9500,1.0956,1.1692,0.7611,0.8354,0.9708,1.1397,0.8363,0.8828,1.0574,0.9667,1.1418,0.9652,1.0695,1.3315,0.7495,0.8732,0.9185,0.5681,1.0022,0.9160,0.8477,0.9839,0.9463,0.9015,0.7360,0.8948,1.0346,1.2244,1.1933,1.1403,1.0591,1.0740,1.1315,1.1758,1.1510,1.1898,1.1498,1.0731,1.1590,1.2686,1.0677,1.2141,1.3122,1.2164,1.2407,1.3743,1.3508,1.0651,1.2583,1.0361,0.9257,1.0310,0.8783,0.8554,0.9647,0.8540,0.8276,0.8454,0.9547,0.8679,0.9331,0.6398,1.0712,1.0219,1.0082,0.9394,1.3157,1.0755,1.4253,1.1525,1.1353,1.0045,1.1589,1.4032,1.2284,1.2097,1.1293,1.2248
biddle_2,1.0338,1.0587,0.9965,1.3023,1.2125,1.1445,1.2125,1.0911,1.0308,1.1623,1.0740,0.8663,0.9047,0.9641,1.0775,1.0345,1.0316,0.8812,1.2541,1.0395,1.0744,0.9428,1.0829,1.0376,1.0923,0.9014,0.9538,1.2315,1.0777,1.0746,1.0928,1.1015,0.9171,0.9212,1.0327,0.9701,0.9304,0.0000,0.9031,0.8466,1.0292,0.9670,1.1897,1.1155,0.7876,0.9720,1.0498,1.1011,0.8806,0.9159,0.8817,1.0408,0.9103,0.9096,1.0172,0.9478,1.0729,1.1053,1.1040,1.2726,0.7981,0.8083,0.9423,1.0544,1.1100,1.0159,0.9518,1.0382,1.0164,1.0486,1.0206,0.9606,1.0344,1.1653,1.1440,1.0888,0.9711,1.0654,1.0504,1.1576,1.2270,1.1706,1.0904,1.0788,1.2165,1.2521,1.0584,1.1310,1.1727,1.1778,1.1945,1.2142,1.2136,0.9830,1.2042,1.0542,0.8818,1.0433,0.9618,0.9159,1.1834,0.9644,0.9171,0.9849,1.1155,1.0727,1.0447,1.1023,0.9529,0.8812,0.9854,0.8995,1.2531,1.1754,1.4615,1.1383,1.0992,1.3871,1.1430,1.3373,1.1982,1.2468,1.0898,1.1972
biddle_3,1.1032,1.0422,1.0734,1.1897,1.1557,1.0979,1.1577,1.0798,1.0726,1.0605,1.0292,0.9503,0.9363,1.0815,1.1017,1.0652,0.7777,0.8291,0.9496,1.0345,1.0725,0.9445,0.8438,0.8947,0.8732,0.8170,1.0187,1.1297,1.0516,1.1135,1.1876,0.9631,0.8581,0.8575,1.2314,0.9470,0.9563,0.9031,0.0000,0.7186,1.0486,1.0549,0.9154,1.1407,0.9790,1.0933,1.1386,1.2493,0.9613,0.8907,0.9465,1.0374,0.9843,0.8400,1.0247,0.9644,1.1185,1.1764,1.1090,1.2681,0.9082,0.9028,1.1653,1.1033,1.0756,1.0411,0.9423,1.1226,1.0169,1.0158,0.9874,1.0637,1.1406,1.2481,1.1556,1.1277,1.0569,1.0956,1.0760,1.1356,1.2920,1.2120,1.1139,1.0617,1.1703,1.2972,1.0449,1.1123,1.2092,1.1328,1.2428,1.2610,1.2755,1.1300,1.1836,1.1105,0.9522,0.9951,1.0425,0.9158,1.0914,0.9574,0.9232,0.8915,0.9166,0.9551,0.8604,1.0174,0.9820,0.9135,1.0184,0.8538,1.0831,1.0333,1.4442,1.1795,1.1771,1.2860,1.1647,1.4459,1.2106,1.2734,1.1894,1.2071
biddle_4,1.0089,1.0508,1.0354,1.1780,1.1687,1.1248,1.2457,1.1271,1.0343,1.1912,1.0864,0.9143,0.9516,1.0210,1.1423,1.1140,0.8894,0.8006,1.0986,1.1123,0.9820,0.9323,0.8809,0.9429,0.9177,0.8282,0.9147,1.1464,0.9648,1.0457,1.1312,0.9011,0.8469,0.9458,1.1616,0.9033,0.9947,0.8466,0.7186,0.0000,0.8933,0.9123,0.9757,1.0434,0.9181,0.9633,0.9915,1.2150,0.9032,0.7802,0.8078,0.9988,0.9158,0.8879,0.9846,0.9366,1.0481,1.1736,1.0350,1.3818,0.8882,0.9481,1.0332,1.1801,1.0922,1.1104,1.0307,1.0941,0.9986,1.0705,1.0005,1.0194,1.0051,1.1633,1.1866,1.1316,1.0508,1.1411,1.2689,1.2584,1.1296,1.0963,1.0664,0.9972,1.1174,1.2889,1.1065,1.1632,1.2110,1.1472,1.2332,1.3380,1.2054,1.0444,1.1628,1.0629,0.9512,0.9701,1.0210,0.8899,1.0400,0.9229,0.9237,0.9483,0.9426,0.9336,0.9118,1.1092,0.9533,0.9241,1.0689,0.8996,1.1643,1.1144,1.3970,1.1031,1.0599,1.3931,1.0574,1.3499,1.0644,1.2340,1.0756,1.0633
gregg_1,0.9845,1.0103,1.0638,1.0858,1.0269,1.0484,1.1905,0.9660,0.9878,1.1670,0.9845,0.9908,0.8812,1.0103,1.0998,1.0206,1.0592,0.9747,1.1078,1.2138,1.0404,0.9908,0.8783,1.0325,0.9737,1.0181,0.9974,0.8849,0.8864,0.9004,1.0972,0.9236,1.1568,1.0451,1.1928,0.9933,1.1080,1.0292,1.0486,0.8933,0.0000,0.9337,0.9269,0.9141,1.0541,1.1790,1.1861,1.1236,0.9681,1.0755,1.1186,1.1009,1.0121,1.0489,1.0530,1.1006,0.9266,1.2892,0.9585,1.3730,0.9201,0.9589,1.1395,1.1949,1.0284,1.0649,1.0143,0.9972,0.9905,0.9681,1.0541,1.0612,1.2028,1.2134,1.2583,1.2928,1.0713,1.1350,1.2274,1.2335,1.0628,1.1222,0.9797,0.9974,1.3002,1.3374,1.0225,1.0188,1.2175,1.1750,1.2045,1.2312,1.1635,1.0971,1.1215,1.1379,0.9814,1.0179,1.0299,1.0310,1.0466,1.0385,1.0387,1.0983,1.0397,0.9057,0.9010,1.1746,1.0692,1.0636,1.0375,0.9721,1.1073,1.0518,1.1948,1.0744,1.0492,1.4787,0.9278,1.2824,0.9825,1.0133,1.0467,0.9780
gregg_2,1.0658,0.9772,0.9172,1.2408,1.2192,1.2698,1.3334,1.2114,1.1191,1.3628,1.1290,1.0135,1.0293,1.0970,1.0318,1.1403,1.0157,0.8244,1.2465,1.2669,0.9768,0.9420,1.0146,1.0793,0.8856,0.9150,0.8732,1.2697,1.0801,0.9749,1.0976,0.9750,0.9867,0.9844,1.1673,0.9897,1.0472,0.9670,1.0549,0.9123,0.9337,0.0000,0.9921,1.1269,0.8128,0.9139,1.0371,1.1038,0.8925,0.9273,0.9524,1.1282,0.9056,0.9611,0.8329,0.8918,1.1747,1.3312,1.0272,1.3616,0.9096,0.9526,0.9781,1.3032,1.0360,1.0465,0.9912,1.1004,1.0288,1.0115,0.9924,0.9982,0.9609,1.0915,1.1622,1.1017,1.1129,1.2096,1.2761,1.3243,1.1065,0.8900,1.1595,0.8804,1.1686,1.3210,1.1037,1.1396,1.2502,1.1426,1.2657,1.3063,1.2642,1.0571,1.2908,1.1259,1.0022,1.0806,1.0162,0.9921,1.1672,1.0097,0.9701,1.1101,0.9844,0.9290,1.0551,1.2420,1.0362,1.0487,1.0575,0.9607,1.2727,1.0757,1.3633,1.0479,1.0075,1.5951,1.0439,1.3948,1.1310,1.1513,0.9879,1.1304
gregg_3,1.0398,1.0604,1.0355,1.1005,1.1000,1.2036,1.2291,1.1212,1.0923,1.2948,1.1011,1.0322,1.0637,1.0721,1.0892,1.0985,0.8849,0.9421,0.8921,1.1338,1.0350,1.0164,0.8867,1.0403,0.9328,0.9871,1.0680,1.0900,1.0390,0.9972,1.2868,0.8726,1.0775,1.0367,1.2722,0.9486,1.0530,1.1897,0.9154,0.9757,0.9269,0.9921,0.0000,0.9528,1.0903,1.2217,1.1927,1.2141,0.9527,1.0702,1.0667,1.1512,1.0185,0.9707,1.0289,1.0411,1.0274,1.3142,1.0357,1.3408,1.0534,1.0228,1.2645,1.1899,1.1112,1.0829,1.0372,1.1174,1.0492,0.9961,1.0255,1.0769,1.1522,1.2713,1.2519,1.2702,1.1453,1.1545,1.2641,1.2599,1.1966,1.1552,1.1678,1.0837,1.2561,1.4245,1.0530,1.0399,1.2201,1.2646,1.2917,1.2892,1.3660,1.1047,1.2431,1.1360,1.0161,1.0894,1.0515,1.0173,1.0335,1.0535,1.0449,1.0582,0.9872,0.7917,1.0215,1.1369,1.1292,1.0928,0.9962,1.0323,1.1414,1.0290,1.3731,1.1485,1.1692,1.3992,1.1079,1.4318,1.1576,1.2103,1.1712,1.1531
gregg_4,1.1128,1.0506,1.0803,1.2029,1.1635,1.1721,1.2476,1.1009,1.0171,1.2708,1.0997,1.0884,1.0812,1.1824,1.1788,1.2287,1.0509,1.0806,1.1673,1.1860,1.1265,1.1138,1.0366,1.1541,1.0172,1.0260,1.0512,1.0966,1.0728,0.9185,1.1282,0.8945,1.1803,1.1003,1.1034,0.9588,1.1095,1.1155,1.1407,1.0434,0.9141,1.1269,0.9528,0.0000,1.0422,1.2084,1.2488,1.2196,0.9787,1.0414,1.0290,1.2676,1.0890,1.1374,1.2116,1.1587,1.0546,1.3087,1.0988,1.3794,1.0020,0.9821,1.1809,1.2688,0.9983,1.2036,1.1595,1.0726,0.9852,1.0939,1.1314,1.1177,1.1718,1.2406,1.2938,1.2850,1.0755,1.1782,1.3050,1.2586,1.1426,1.2256,1.1679,1.1457,1.3600,1.3730,1.0269,1.0552,1.2606,1.2686,1.3004,1.3423,1.2963,1.1742,1.0935,1.2232,1.0875,1.1176,1.0140,1.0815,1.1360,1.1828,1.1117,1.1341,1.0411,0.9527,1.1089,1.1829,1.1092,1.1747,1.1726,0.9588,1.2956,1.2087,1.3061,1.1141,1.1176,1.4604,1.0576,1.5077,1.1303,1.1296,1.1496,1.1272
pattie_1,0.9130,0.8453,0.8935,1.1380,1.1507,1.0637,1.1411,1.0670,0.9678,1.0992,0.9045,0.8039,0.8650,0.9550,0.9020,0.9486,0.9514,0.7753,1.2371,1.0424,0.9033,0.7900,0.9314,0.8979,0.8571,0.8044,0.7204,1.2166,0.9299,0.9132,0.9355,0.8444,0.9001,0.8440,0.9710,0.8692,0.9042,0.7876,0.9790,0.9181,1.0541,0.8128,1.0903,1.0422,0.0000,0.7794,0.7797,0.9496,0.8034,0.7789,0.8258,0.9363,0.8101,0.8987,0.9468,0.8560,1.0118,1.0505,0.9508,1.0949,0.7073,0.7945,0.8145,1.0374,0.8396,0.8887,0.8398,0.8283,0.8754,0.8546,0.8907,0.7556,0.9638,1.0459,0.9684,0.9942,0.8587,0.9567,0.9570,1.1027,0.9404,0.8723,1.0371,0.8450,0.9994,1.0987,0.9792,1.0271,1.1228,0.9575,1.0061,1.1380,1.1094,0.8687,1.0390,0.9794,0.9051,1.0149,0.9264,0.8712,0.9660,0.9298,0.8678,0.9001,0.9040,0.9866,0.8769,1.0235,0.8764,0.9341,0.9314,0.8502,1.0963,0.9271,1.2749,0.9650,0.9386,1.3834,0.9039,1.2229,1.0204,0.9505,0.9398,1.0184
