word,count,proper,pre1822_mean,pre1822_years,first_year,mean_1822_49,mean_1850_1900,ratio_pre1822_to_1850_1900
filed,1,,2.826e-05,42,1780,3.550e-05,6.744e-05,0.419
fine,1,,1.219e-04,42,1780,1.310e-04,1.391e-04,0.876
fire,6,,1.440e-04,42,1780,1.570e-04,1.830e-04,0.787
fires,1,,1.184e-05,42,1780,1.404e-05,1.639e-05,0.723
first,4,,8.954e-04,42,1780,9.919e-04,1.031e-03,0.869
fists,1,,5.688e-07,35,1781,6.084e-07,9.408e-07,0.605
fixed,1,,8.596e-05,42,1780,8.460e-05,8.201e-05,1.048
flaring,1,,2.670e-07,27,1783,2.695e-07,8.698e-07,0.307
foes,1,,9.625e-06,42,1780,9.893e-06,7.867e-06,1.223
follow,2,,8.106e-05,42,1780,8.882e-05,7.872e-05,1.030
followed,1,,7.496e-05,42,1780,9.915e-05,1.125e-04,0.666
following,2,,3.416e-04,42,1780,3.365e-04,3.684e-04,0.927
for,19,,6.912e-03,42,1780,6.620e-03,7.011e-03,0.986
ford,1,,1.117e-05,42,1780,9.311e-06,1.496e-05,0.747
forego,1,,2.499e-06,42,1780,3.087e-06,2.208e-06,1.132
foregone,1,,1.422e-07,29,1788,3.500e-07,7.563e-07,0.188
foreign,1,,1.698e-04,42,1780,1.577e-04,1.475e-04,1.151
forest,1,,2.173e-05,42,1780,3.084e-05,3.874e-05,0.561
forests,1,,1.177e-05,42,1780,1.614e-05,1.788e-05,0.658
formed,2,,1.614e-04,42,1780,1.633e-04,1.317e-04,1.226
former,1,,2.248e-04,42,1780,2.031e-04,1.506e-04,1.493
forms,1,,8.199e-05,42,1780,1.022e-04,1.227e-04,0.668
fort,6,,9.102e-05,42,1780,5.972e-05,8.533e-05,1.067
forth,2,,1.219e-04,42,1780,1.531e-04,1.478e-04,0.824
forward,1,,7.307e-05,42,1780,8.836e-05,9.177e-05,0.796
forwards,1,,7.741e-06,41,1780,5.638e-06,4.100e-06,1.888
found,3,,5.117e-04,42,1780,5.095e-04,5.323e-04,0.961
four,1,,3.180e-04,42,1780,2.970e-04,3.426e-04,0.928
fourteen,1,,2.984e-05,42,1780,2.762e-05,2.982e-05,1.000
freedom,1,,6.320e-05,42,1780,6.610e-05,5.437e-05,1.162
french,2,proper,2.331e-04,42,1780,1.879e-04,1.654e-04,1.410
frenchman,2,proper,6.613e-06,42,1780,6.662e-06,6.059e-06,1.092
friend,1,,1.647e-04,42,1780,1.783e-04,1.414e-04,1.165
from,13,,4.573e-03,42,1780,4.522e-03,4.240e-03,1.079
frontier,5,,1.730e-05,42,1780,1.803e-05,1.510e-05,1.146
frying,1,,4.331e-07,34,1785,6.847e-07,1.148e-06,0.377
full,1,,2.258e-04,42,1780,2.387e-04,2.595e-04,0.870
galliard,1,,9.510e-08,22,1797,1.033e-07,8.509e-08,1.118
game,2,,1.681e-05,42,1780,1.941e-05,2.820e-05,0.596
gar,1,,1.836e-06,41,1780,1.397e-06,1.444e-06,1.272
garrison,1,,3.583e-05,42,1780,2.109e-05,1.768e-05,2.026
gasconade,1,,1.377e-07,27,1787,2.846e-07,3.325e-07,0.414
gasconading,1,,5.070e-08,21,1787,8.328e-08,3.618e-08,1.401
