word,count,proper,pre1822_mean,pre1822_years,first_year,mean_1822_49,mean_1850_1900,ratio_pre1822_to_1850_1900
fields,2,,3.140e-05,42,1780,3.667e-05,4.429e-05,0.709
figures,1,,2.907e-05,42,1780,3.024e-05,5.003e-05,0.581
fill,1,,3.426e-05,42,1780,3.922e-05,3.955e-05,0.866
final,1,,4.329e-05,42,1780,4.780e-05,6.275e-05,0.690
find,1,,2.718e-04,42,1780,2.850e-04,2.772e-04,0.981
fine,4,,1.219e-04,42,1780,1.310e-04,1.391e-04,0.876
fire,1,,1.440e-04,42,1780,1.570e-04,1.830e-04,0.787
firmly,1,,1.692e-05,42,1780,2.013e-05,2.165e-05,0.782
first,3,,8.954e-04,42,1780,9.919e-04,1.031e-03,0.869
five,2,,2.729e-04,42,1780,2.789e-04,3.290e-04,0.829
flag,1,,2.230e-05,42,1780,1.731e-05,2.731e-05,0.817
floating,1,,8.466e-06,42,1780,1.243e-05,1.646e-05,0.514
flour,1,,2.711e-05,42,1780,2.047e-05,2.538e-05,1.068
flower,1,,2.334e-05,42,1780,2.975e-05,3.166e-05,0.737
foe,1,,1.212e-05,42,1780,1.361e-05,1.282e-05,0.945
foliage,1,,3.330e-06,40,1780,7.743e-06,1.071e-05,0.311
fond,1,,2.786e-05,42,1780,2.741e-05,2.191e-05,1.272
foot,1,,8.273e-05,42,1780,8.338e-05,1.028e-04,0.805
for,16,,6.912e-03,42,1780,6.620e-03,7.011e-03,0.986
forest,1,,2.173e-05,42,1780,3.084e-05,3.874e-05,0.561
forgets,1,,2.518e-06,40,1780,2.474e-06,2.324e-06,1.083
form,1,,2.888e-04,42,1780,3.094e-04,3.299e-04,0.875
fort,9,,9.102e-05,42,1780,5.972e-05,8.533e-05,1.067
forth,1,,1.219e-04,42,1780,1.531e-04,1.478e-04,0.824
fortification,2,,3.453e-06,41,1780,4.173e-06,2.644e-06,1.306
fortress,2,,8.559e-06,41,1780,1.072e-05,8.958e-06,0.955
found,4,,5.117e-04,42,1780,5.095e-04,5.323e-04,0.961
foundations,1,,1.005e-05,42,1780,1.154e-05,1.172e-05,0.858
fragments,1,,1.432e-05,41,1780,1.630e-05,1.824e-05,0.785
