draw,obs_x,obs_y,eye_z,barn_w,barn_d,barn_eaves,barn_ridge,barn_axis,dalton_w,dalton_y0,dalton_eaves,dalton_ridge,forbes_x0,forbes_w,forbes_depth,forbes_eaves,forbes_ridge,body_visible,z_body_min,ridge_visible,H_min,above_ridge
98,223.0,-58.4,5.66,16.0,20.0,9.5,14.3,E-W,16.5,37.7,14.0,18.6,187.1,18.3,65.9,12.2,19.6,0,,0,20.62,6.36
99,220.5,-58.2,5.71,16.0,20.0,11.4,15.7,E-W,18.4,38.5,14.1,16.8,189.2,17.5,72.2,14.2,21.1,0,,0,18.52,2.79
100,223.2,-60.5,5.02,16.0,20.0,13.4,17.1,E-W,17.4,36.5,13.2,18.2,188.4,18.4,66.2,13.5,18.2,0,,0,20.16,3.01
101,221.2,-58.5,5.31,20.0,16.0,11.1,14.7,N-S,20.0,39.2,13.2,18.4,189.1,16.3,75.9,11.0,17.3,0,,0,19.45,4.77
102,221.2,-57.6,5.06,20.0,16.0,15.8,19.0,N-S,20.6,36.1,14.6,16.6,185.8,18.3,64.4,12.1,19.0,0,,0,21.33,2.34
103,223.6,-58.4,5.77,16.0,20.0,15.0,18.4,E-W,19.3,37.0,13.0,16.7,185.0,19.6,61.9,13.1,20.2,0,,1,18.28,-0.16
104,218.8,-59.1,5.29,16.0,20.0,13.4,17.6,N-S,17.0,36.9,12.3,15.8,184.4,19.9,61.8,13.4,18.4,0,,1,16.88,-0.69
105,223.2,-60.4,5.6,20.0,16.0,12.0,16.5,N-S,20.3,37.3,12.4,17.6,186.7,16.1,65.2,12.3,19.7,0,,0,19.45,2.96
106,223.4,-59.6,5.3,20.0,16.0,9.5,14.4,N-S,16.1,37.9,14.2,17.7,188.3,19.9,74.9,12.2,18.0,0,,0,21.8,7.42
107,221.6,-59.3,5.74,16.0,20.0,12.5,16.1,E-W,17.2,38.2,13.1,17.9,189.2,19.0,64.2,12.9,20.6,0,,0,18.05,1.9
108,219.9,-60.5,5.4,16.0,20.0,11.6,14.7,N-S,18.9,36.9,14.0,18.0,185.1,16.3,61.8,11.4,18.6,0,,0,19.22,4.49
109,219.3,-59.7,5.51,16.0,20.0,12.9,16.0,E-W,20.4,38.3,12.8,16.7,187.4,16.6,73.3,13.8,22.1,0,,0,16.88,0.91
110,220.7,-59.9,5.04,16.0,20.0,12.2,16.1,E-W,19.2,37.1,12.7,17.9,185.0,17.7,66.3,12.7,19.1,0,,0,17.81,1.69
111,218.5,-59.7,5.04,20.0,16.0,12.8,16.3,N-S,16.4,35.3,14.2,17.5,187.2,18.0,68.1,12.1,19.4,0,,0,22.27,5.92
112,219.2,-58.1,5.44,20.0,16.0,12.0,15.8,N-S,17.0,35.8,13.4,15.8,185.0,19.5,77.2,12.8,19.8,0,,0,19.69,3.91
113,218.8,-57.5,5.6,20.0,16.0,15.4,19.6,E-W,18.5,40.6,12.7,15.7,188.0,19.6,61.5,12.7,21.2,0,,1,16.64,-2.92
114,220.4,-58.2,5.79,20.0,16.0,14.0,18.6,N-S,21.7,38.4,12.2,15.7,188.7,17.4,74.0,13.1,20.2,0,,1,17.11,-1.53
115,224.0,-57.7,5.48,16.0,20.0,12.4,15.6,N-S,19.5,40.3,13.8,17.9,188.9,17.9,76.2,11.6,18.5,0,,0,18.75,3.11
