draw,obs_x,obs_y,eye_z,barn_w,barn_d,barn_eaves,barn_ridge,barn_axis,dalton_w,dalton_y0,dalton_eaves,dalton_ridge,forbes_x0,forbes_w,forbes_depth,forbes_eaves,forbes_ridge,body_visible,z_body_min,ridge_visible,H_min,above_ridge
353,215.0,-60.6,4.09,20.0,16.0,11.2,15.9,N-S,19.0,40.0,14.1,16.4,185.1,18.8,62.5,13.6,19.1,1,2.34,0,18.75,2.83
354,227.5,-58.3,4.16,20.0,16.0,14.8,18.3,E-W,17.8,35.7,13.3,16.9,183.5,19.4,65.7,13.7,19.5,0,,0,34.92,16.63
355,223.6,-60.4,4.11,20.0,16.0,14.6,18.5,N-S,22.0,39.6,13.0,18.0,183.6,16.8,76.8,12.8,17.7,0,,0,25.08,6.6
356,211.3,-57.3,3.83,20.0,16.0,16.3,19.9,N-S,21.3,38.9,14.0,16.8,184.6,17.9,74.8,12.5,19.3,0,,1,19.45,-0.43
357,219.0,-56.5,4.93,20.0,16.0,15.3,19.4,E-W,19.4,39.5,14.5,16.9,185.3,17.7,78.1,13.1,18.6,0,,0,19.92,0.56
358,223.2,-57.6,4.11,20.0,16.0,14.9,19.8,N-S,19.6,37.1,14.0,17.9,188.2,16.1,79.4,11.8,17.7,0,,0,22.5,2.75
359,233.4,-60.1,3.83,16.0,20.0,15.4,18.9,E-W,16.1,38.8,13.1,16.9,187.2,18.7,76.9,11.2,19.3,0,,0,27.66,8.81
360,232.2,-59.7,4.02,20.0,16.0,10.3,14.3,N-S,21.2,36.8,12.8,16.4,185.0,18.6,78.7,12.5,19.7,0,,0,36.56,22.26
361,223.3,-58.9,4.83,20.0,16.0,9.9,14.7,E-W,19.4,35.6,13.6,16.0,185.0,19.1,75.7,13.7,18.2,0,,0,20.62,5.97
362,230.9,-60.3,3.89,20.0,16.0,14.5,19.2,N-S,16.3,39.8,14.4,19.4,189.3,17.0,67.7,11.6,19.1,0,,0,24.38,5.22
363,209.9,-58.5,4.8,16.0,20.0,11.5,15.2,E-W,17.0,38.3,12.6,18.2,185.5,16.6,75.9,12.6,19.9,1,3.75,1,3.75,-11.45
364,224.7,-60.8,4.22,20.0,16.0,15.0,19.9,N-S,18.7,37.9,13.1,18.5,184.8,18.8,78.5,12.6,18.0,0,,0,25.55,5.67
365,220.0,-59.5,4.25,20.0,16.0,11.0,14.1,N-S,17.4,40.6,12.9,16.6,186.8,19.2,63.2,13.0,21.9,0,,0,18.28,4.15
366,217.7,-59.9,4.03,16.0,20.0,13.5,18.0,E-W,21.6,37.4,14.3,16.2,183.4,19.3,66.9,12.8,19.2,0,,0,19.22,1.18
367,211.0,-58.0,4.54,20.0,16.0,12.8,16.3,N-S,17.0,35.4,14.2,16.6,188.9,18.3,79.5,11.4,20.3,0,,0,20.39,4.11
368,212.6,-56.3,4.43,20.0,16.0,15.8,18.9,N-S,21.2,36.9,13.9,18.7,185.5,16.5,65.4,13.4,20.4,0,,0,19.92,1.02
369,225.9,-59.8,4.23,16.0,20.0,14.1,17.5,N-S,16.1,35.5,14.4,18.6,186.8,16.7,69.8,12.7,19.8,0,,0,22.97,5.44
370,221.3,-60.9,4.24,20.0,16.0,10.9,14.4,E-W,18.6,37.9,14.4,17.8,186.9,16.8,76.7,11.6,17.9,0,,0,21.56,7.19
371,223.5,-58.7,4.83,20.0,16.0,12.4,17.3,E-W,19.5,37.0,12.3,16.0,188.8,19.4,66.6,13.1,19.5,0,,0,19.45,2.19
372,219.7,-57.2,4.62,16.0,20.0,15.2,19.2,N-S,21.7,38.3,12.3,18.3,189.3,19.9,63.9,12.7,19.8,0,,1,17.11,-2.1
373,227.5,-56.2,4.49,20.0,16.0,11.3,16.3,N-S,20.3,36.0,13.8,17.6,188.5,16.1,66.1,10.8,17.5,0,,0,23.2,6.94
374,227.4,-58.8,4.9,16.0,20.0,10.6,14.3,E-W,17.5,37.3,13.8,17.2,183.8,18.3,73.2,11.4,19.8,0,,0,23.2,8.94
375,215.2,-58.5,3.93,20.0,16.0,11.4,16.0,N-S,18.2,37.0,13.3,17.0,183.8,16.4,76.3,12.1,21.2,0,,0,19.69,3.67
376,229.1,-58.8,3.94,20.0,16.0,10.3,14.1,N-S,18.9,40.7,14.5,19.1,187.1,16.8,70.3,12.5,20.0,0,,0,27.89,13.77
377,227.4,-60.1,4.04,20.0,16.0,10.8,14.7,E-W,21.4,39.9,13.9,15.9,189.4,17.7,66.2,11.9,20.5,0,,0,19.69,4.94
378,213.7,-60.4,4.24,20.0,16.0,11.4,14.5,N-S,18.9,38.6,14.2,17.0,187.7,19.9,62.7,14.2,20.0,0,,0,19.45,4.94
379,212.4,-59.9,4.94,20.0,16.0,14.2,17.5,N-S,18.4,40.0,14.2,17.2,183.4,16.5,63.0,11.0,18.2,1,1.72,0,18.52,1.05
380,216.1,-60.7,4.6,20.0,16.0,11.3,15.4,E-W,17.8,37.9,13.5,16.6,186.1,19.5,77.6,11.9,18.9,0,,0,18.98,3.54
381,209.2,-58.0,4.1,16.0,20.0,13.7,18.1,E-W,17.7,36.8,13.8,18.6,184.3,17.8,63.8,12.2,20.7,1,4.84,1,4.92,-13.21
382,212.7,-59.5,4.68,20.0,16.0,16.6,19.8,N-S,16.8,37.1,12.7,16.4,187.5,19.0,64.5,12.3,17.1,0,,1,17.58,-2.23
383,220.4,-59.7,4.27,20.0,16.0,14.0,17.4,E-W,19.4,38.0,12.9,17.7,184.0,19.3,73.9,11.2,17.7,0,,0,22.03,4.61
384,214.6,-57.7,4.9,20.0,16.0,10.2,14.8,E-W,20.6,35.7,13.3,18.2,185.4,18.0,76.6,11.1,18.6,0,,0,19.92,5.17
385,225.0,-61.0,4.79,20.0,16.0,15.0,19.1,E-W,19.7,37.3,14.1,18.3,184.5,18.8,60.5,12.1,19.1,0,,0,25.55,6.4
386,217.0,-57.7,4.25,16.0,20.0,15.1,18.7,E-W,21.9,38.3,13.0,18.4,187.7,18.7,79.8,12.6,18.1,0,,1,18.05,-0.64
387,224.8,-60.1,4.44,20.0,16.0,12.3,15.5,E-W,18.2,40.9,14.0,16.1,185.2,18.5,65.9,12.1,18.6,0,,0,22.97,7.49
388,230.2,-59.3,4.94,16.0,20.0,16.2,19.9,N-S,18.7,37.1,13.7,18.1,186.7,16.1,69.1,11.4,20.8,0,,0,24.61,4.74
389,227.9,-56.6,4.74,16.0,20.0,16.0,19.2,N-S,16.0,37.8,13.3,18.5,186.5,17.1,79.3,11.7,18.1,0,,0,27.19,7.94
390,218.0,-56.9,3.95,16.0,20.0,13.9,18.6,N-S,18.2,35.9,13.3,17.6,186.9,19.7,74.9,12.9,19.6,0,,0,20.39,1.79
391,233.2,-60.0,4.15,20.0,16.0,13.4,17.6,N-S,17.6,38.1,14.6,18.0,184.2,17.0,65.9,13.9,19.2,0,,0,33.98,16.34
392,218.9,-59.6,4.17,16.0,20.0,16.3,19.3,N-S,17.5,38.7,12.6,17.7,188.3,17.5,77.4,12.4,19.9,0,,1,16.88,-2.42
393,216.5,-60.3,3.87,20.0,16.0,16.4,19.9,N-S,20.6,39.6,13.9,17.8,184.7,16.6,69.3,13.6,21.4,0,,1,19.45,-0.41
394,214.7,-57.8,4.64,20.0,16.0,16.0,19.7,N-S,21.3,36.4,14.0,16.8,186.7,16.9,69.6,11.5,18.4,0,,0,20.16,0.5
395,228.7,-59.2,4.33,16.0,20.0,16.8,20.0,E-W,16.1,38.9,13.4,16.9,185.3,16.6,68.5,12.8,17.1,0,,0,28.59,8.63
396,216.7,-58.4,4.6,16.0,20.0,13.9,17.8,N-S,17.1,37.6,12.6,17.6,187.4,17.4,74.2,13.5,18.1,0,,1,17.34,-0.44
397,221.6,-58.6,4.63,16.0,20.0,10.8,14.8,E-W,16.4,36.1,14.1,18.5,187.4,16.0,72.5,11.6,20.5,0,,0,21.33,6.54
398,221.1,-56.3,4.08,16.0,20.0,15.4,18.8,N-S,16.4,36.6,14.4,18.7,186.1,16.8,78.3,11.9,21.1,0,,0,22.03,3.19
399,226.9,-58.9,3.93,20.0,16.0,9.8,14.2,N-S,20.5,37.5,13.3,18.1,185.1,17.8,68.5,12.6,20.5,0,,0,32.11,17.93
