draw,obs_x,obs_y,eye_z,barn_w,barn_d,barn_eaves,barn_ridge,barn_axis,dalton_w,dalton_y0,dalton_eaves,dalton_ridge,forbes_x0,forbes_w,forbes_depth,forbes_eaves,forbes_ridge,body_visible,z_body_min,ridge_visible,H_min,above_ridge
260,225.1,-60.1,3.45,20.0,16.0,13.8,17.8,E-W,20.9,36.6,13.4,17.2,189.0,18.0,77.6,13.5,20.5,0,,0,21.56,3.81
261,225.3,-59.3,2.55,16.0,20.0,10.9,15.1,N-S,21.0,40.3,13.9,17.4,185.6,17.2,74.1,10.6,17.2,0,,0,19.45,4.39
262,231.1,-59.9,3.16,20.0,16.0,14.0,18.1,E-W,17.9,40.5,14.1,18.1,185.6,19.5,70.0,11.9,16.6,0,,0,27.66,9.51
263,212.2,-57.8,2.55,20.0,16.0,10.6,14.9,E-W,21.0,36.7,13.8,16.5,184.4,18.2,73.1,12.0,18.4,0,,0,20.39,5.48
264,229.1,-60.3,3.71,16.0,20.0,9.7,14.4,N-S,20.3,40.9,12.5,17.0,188.4,18.5,65.5,13.0,19.8,0,,0,17.34,2.95
265,225.9,-59.5,2.69,16.0,20.0,13.3,16.9,N-S,21.9,38.1,13.6,18.4,186.0,17.2,72.4,12.6,19.7,0,,0,26.25,9.39
266,209.8,-60.2,3.19,20.0,16.0,15.7,19.9,N-S,21.2,37.2,13.9,16.1,183.8,20.0,76.7,14.0,19.9,0,,1,19.69,-0.24
267,211.1,-57.8,2.98,16.0,20.0,15.5,18.7,N-S,16.1,39.1,13.0,16.5,187.2,18.7,65.5,13.0,19.4,1,5.31,1,5.39,-13.32
268,231.6,-57.2,2.59,20.0,16.0,13.2,16.7,E-W,20.1,36.1,14.3,18.5,184.9,18.9,61.1,11.9,21.2,0,,0,39.61,22.88
269,232.7,-59.2,2.73,16.0,20.0,15.0,19.4,N-S,17.0,37.8,14.0,18.3,188.5,18.6,63.8,13.6,19.1,0,,0,32.11,12.74
270,223.9,-60.9,3.36,16.0,20.0,15.3,18.6,N-S,16.4,36.7,13.4,17.9,189.3,17.2,70.9,11.4,18.0,0,,0,20.86,2.29
271,214.8,-60.1,2.67,20.0,16.0,16.1,19.6,E-W,18.0,38.5,12.4,16.1,187.3,16.6,68.0,11.5,17.5,0,,1,18.28,-1.34
272,228.5,-60.0,2.92,16.0,20.0,10.9,15.6,N-S,19.2,40.1,12.4,18.4,187.5,18.2,78.9,12.7,21.0,0,,0,19.22,3.67
273,215.0,-58.9,2.85,20.0,16.0,14.5,19.0,E-W,16.6,38.5,13.1,18.2,185.4,17.2,69.3,11.2,18.4,0,,0,19.69,0.68
274,228.0,-59.7,3.57,16.0,20.0,11.2,14.9,N-S,19.8,37.1,12.5,16.0,188.2,18.5,63.1,12.9,18.7,0,,0,19.22,4.32
