draw,obs_x,obs_y,eye_z,barn_w,barn_d,barn_eaves,barn_ridge,barn_axis,dalton_w,dalton_y0,dalton_eaves,dalton_ridge,forbes_x0,forbes_w,forbes_depth,forbes_eaves,forbes_ridge,body_visible,z_body_min,ridge_visible,H_min,above_ridge
163,170.5,-53.9,3.29,20.0,16.0,11.2,15.3,E-W,16.7,36.2,13.5,16.8,189.0,17.9,70.9,12.3,19.4,1,2.66,1,2.58,-12.77
164,175.0,-52.3,3.01,20.0,16.0,14.0,18.6,N-S,17.5,37.0,13.8,17.9,183.9,19.3,74.3,13.0,20.5,1,3.59,1,3.75,-14.86
165,176.7,-57.0,2.88,20.0,16.0,14.7,19.5,E-W,18.6,37.8,13.5,17.1,186.0,16.2,78.8,12.4,19.2,1,5.0,1,5.39,-14.13
166,181.8,-57.0,3.56,16.0,20.0,11.6,16.1,N-S,20.0,39.0,13.5,16.4,185.5,16.3,69.7,11.7,20.3,1,5.94,1,6.09,-10.0
167,178.8,-51.2,2.78,20.0,16.0,14.1,18.8,N-S,17.3,39.9,13.9,17.4,186.4,16.3,67.5,12.2,18.4,1,8.12,1,8.2,-10.56
168,168.0,-50.3,3.25,16.0,20.0,12.9,16.0,E-W,16.5,40.1,13.3,18.5,186.8,19.5,72.5,13.0,20.5,1,4.22,1,4.22,-11.74
169,166.1,-54.0,2.56,20.0,16.0,14.6,19.6,N-S,18.7,38.8,13.3,18.9,186.7,17.1,74.7,12.4,21.3,1,5.47,1,5.62,-13.95
170,174.1,-51.3,3.45,16.0,20.0,9.9,14.3,N-S,19.0,39.1,13.6,16.6,185.1,19.8,74.2,12.4,19.2,1,3.75,1,3.75,-10.56
171,166.8,-52.1,2.97,20.0,16.0,9.2,14.1,N-S,20.2,38.5,13.6,16.7,188.2,18.7,66.3,12.0,20.5,1,4.06,1,4.22,-9.88
172,159.3,-58.2,3.22,16.0,20.0,16.2,19.5,E-W,17.1,36.2,13.7,17.8,188.0,16.7,65.6,13.4,21.7,1,6.25,1,6.33,-13.2
173,170.2,-50.8,3.28,20.0,16.0,13.8,17.2,E-W,16.9,37.4,13.3,16.5,189.3,19.7,69.6,12.3,17.4,1,2.66,1,2.81,-14.36
174,176.2,-60.7,3.54,20.0,16.0,16.6,19.9,E-W,20.2,37.1,14.0,18.5,188.3,19.1,64.2,11.1,17.3,1,3.75,1,3.75,-16.14
175,175.8,-57.7,3.35,16.0,20.0,15.2,19.5,N-S,22.0,40.0,13.1,17.5,185.7,19.4,71.3,11.1,18.8,1,7.34,1,7.5,-12.03
176,177.4,-60.8,3.05,16.0,20.0,12.4,16.5,E-W,19.6,39.6,14.4,17.8,185.2,16.1,65.3,11.9,19.1,1,3.44,1,3.52,-13.03
177,163.1,-55.5,3.77,16.0,20.0,13.9,16.9,E-W,21.3,36.8,13.1,17.7,185.2,16.5,65.6,10.8,20.5,1,3.44,1,3.52,-13.4
178,173.0,-57.2,3.0,20.0,16.0,10.9,15.8,E-W,21.0,38.4,12.5,17.8,186.5,17.7,71.2,11.8,18.1,1,5.16,1,5.16,-10.66
179,169.6,-59.4,2.61,20.0,16.0,14.1,18.6,E-W,19.6,40.0,12.9,18.2,185.2,17.2,67.2,11.9,19.2,1,4.06,1,3.98,-14.63
180,181.7,-55.2,3.55,20.0,16.0,12.3,15.7,E-W,19.2,39.2,13.6,17.9,186.8,16.0,60.5,13.5,22.3,1,7.97,1,7.97,-7.72
181,181.2,-57.5,3.28,16.0,20.0,11.8,15.4,N-S,17.1,37.4,13.5,19.1,188.2,17.8,73.1,14.0,19.4,1,8.44,1,9.14,-6.24
182,177.2,-52.1,3.43,16.0,20.0,14.7,18.4,E-W,16.4,38.5,14.1,17.4,189.0,17.3,65.9,12.2,20.5,1,5.78,1,5.86,-12.59
183,160.2,-51.2,3.48,16.0,20.0,12.8,17.0,N-S,18.6,36.7,14.1,17.5,185.8,19.6,67.7,12.4,17.7,1,5.16,1,5.16,-11.8
184,162.7,-54.2,3.59,20.0,16.0,11.5,14.9,N-S,16.5,37.8,13.1,16.6,188.5,17.5,72.0,12.9,18.8,1,4.69,1,4.69,-10.25
185,170.3,-52.1,2.55,16.0,20.0,16.2,19.9,N-S,17.1,40.7,13.3,16.0,188.8,17.6,69.0,12.9,21.2,1,6.56,1,6.56,-13.36
186,165.8,-53.7,3.23,20.0,16.0,15.6,19.1,E-W,20.5,36.8,13.3,19.0,188.8,16.6,79.7,12.6,21.8,1,3.59,1,3.75,-15.39
187,168.7,-53.5,3.14,20.0,16.0,11.5,15.6,N-S,19.7,37.6,12.9,16.9,185.4,16.1,71.1,11.6,20.0,1,4.38,1,4.45,-11.19
