ngram,year,freq_per_1e9,source
donder and blitzen,1797,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1798,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1799,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1800,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1801,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1802,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1803,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1804,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1805,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1806,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1807,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1808,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1809,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1810,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1811,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1812,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1813,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1814,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1815,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1816,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1817,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1818,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1819,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1820,1.5985,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1821,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1822,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1823,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1824,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1825,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1826,1.2746,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1827,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1828,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1829,1.168,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1830,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1831,2.093,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1832,3.2687,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1833,1.7294,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1834,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1835,0.7803,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1836,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1837,3.2763,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1838,3.2287,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1839,2.2802,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1840,3.8238,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1841,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1842,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1843,2.7374,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1844,1.2113,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1845,0.5356,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1846,2.1516,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1847,1.6183,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1848,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1849,1.6786,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1850,1.009,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1851,0.4761,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1852,0.8967,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1853,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1854,0.4226,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1855,1.2982,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1856,5.6957,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1857,1.3535,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1858,4.9553,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1859,0.4311,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
donder and blitzen,1860,0.4095,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1780,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1781,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1782,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1783,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1784,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1785,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1786,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1787,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1788,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1789,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1790,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1791,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1792,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1793,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1794,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1795,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1796,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1797,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1798,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1799,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1800,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1801,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1802,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1803,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1804,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1805,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1806,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1807,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1808,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1809,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1810,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1811,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1812,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
dunder and blitzen,1813,0.0,https://books.google.com/ngrams/json?content=dunder%20and%20blixem%2Cdunder%20and%20blixum%2Cdonder%20and%20blixem%2Cdonder%20and%20blitzen%2Cdunder%20and%20blitzen&year_start=1780&year_end=1860&corpus=en&smoothing=0&case_insensitive=true
