draw,obs_x,obs_y,eye_z,barn_w,barn_d,barn_eaves,barn_ridge,barn_axis,dalton_w,dalton_y0,dalton_eaves,dalton_ridge,forbes_x0,forbes_w,forbes_depth,forbes_eaves,forbes_ridge,body_visible,z_body_min,ridge_visible,H_min,above_ridge
117,222.8,-57.7,3.03,16.0,20.0,12.4,16.8,E-W,16.0,38.7,13.1,17.3,188.5,16.6,74.8,13.6,17.9,0,,0,19.45,2.61
118,221.8,-58.4,2.72,20.0,16.0,14.3,17.6,E-W,20.4,40.4,12.8,16.6,185.1,16.4,66.8,13.0,19.1,0,,0,18.98,1.35
119,221.3,-59.1,3.54,20.0,16.0,11.5,16.1,N-S,16.6,38.2,13.6,18.7,185.0,19.3,77.0,13.2,21.4,0,,0,22.03,5.97
120,220.0,-57.8,2.76,20.0,16.0,15.1,19.0,N-S,18.5,37.0,14.3,18.1,185.9,19.4,65.7,12.5,18.8,0,,0,22.73,3.69
121,219.8,-58.3,3.51,20.0,16.0,15.1,19.7,E-W,19.6,37.4,13.7,17.2,186.6,17.0,77.1,13.5,20.6,0,,0,21.09,1.43
122,218.4,-58.1,3.17,20.0,16.0,14.8,18.9,E-W,16.9,38.4,14.5,19.1,187.5,19.5,73.0,12.5,18.4,0,,0,22.73,3.88
123,221.0,-57.8,3.25,20.0,16.0,12.2,16.4,N-S,16.4,37.6,14.0,15.7,185.0,16.3,73.4,12.4,17.8,0,,0,27.19,10.76
124,218.5,-58.4,3.2,16.0,20.0,11.7,16.3,N-S,18.1,38.1,14.1,17.5,187.1,16.7,63.7,10.8,20.2,0,,0,19.92,3.67
125,222.0,-58.2,3.37,20.0,16.0,9.9,14.6,E-W,20.2,38.6,13.7,16.1,184.4,17.5,66.0,11.3,19.8,0,,0,23.2,8.62
126,223.1,-59.7,3.4,16.0,20.0,11.7,15.0,N-S,22.0,35.8,13.4,16.1,183.5,19.2,69.9,11.1,17.1,0,,0,23.91,8.86
