draw,obs_x,obs_y,eye_z,barn_w,barn_d,barn_eaves,barn_ridge,barn_axis,dalton_w,dalton_y0,dalton_eaves,dalton_ridge,forbes_x0,forbes_w,forbes_depth,forbes_eaves,forbes_ridge,body_visible,z_body_min,ridge_visible,H_min,above_ridge
327,251.9,-55.1,5.39,16.0,20.0,15.7,19.5,E-W,19.2,36.6,13.9,18.8,187.6,18.5,66.8,13.8,19.6,0,,0,32.11,12.57
328,251.6,-61.0,5.23,20.0,16.0,9.5,14.1,N-S,18.2,38.8,14.3,18.8,188.1,19.6,70.9,11.8,18.8,0,,0,30.0,15.87
329,249.2,-56.9,5.34,20.0,16.0,9.5,14.3,N-S,21.2,35.6,13.5,15.6,188.2,18.9,73.0,13.1,18.1,0,,0,29.3,14.98
330,250.4,-56.3,5.68,20.0,16.0,14.5,18.2,N-S,18.4,39.0,14.5,18.8,189.4,19.3,68.3,12.9,18.2,0,,0,29.3,11.11
331,238.0,-55.8,5.31,20.0,16.0,13.1,17.1,E-W,17.2,35.9,13.0,19.1,185.5,16.1,75.3,12.0,20.3,0,,0,33.98,16.88
332,236.5,-58.9,5.05,16.0,20.0,11.0,15.9,E-W,19.7,39.5,13.7,19.0,187.5,19.9,73.7,12.0,20.5,0,,0,28.36,12.46
333,250.0,-60.6,5.39,20.0,16.0,11.8,16.0,N-S,19.8,37.6,13.5,17.2,187.9,17.8,63.5,11.2,18.4,0,,0,29.06,13.01
334,239.4,-51.1,5.13,16.0,20.0,11.9,15.5,N-S,18.9,38.8,12.3,17.3,185.2,18.1,60.4,12.8,21.0,0,,0,36.8,21.3
335,241.3,-59.3,5.31,20.0,16.0,16.7,19.9,N-S,18.5,36.7,13.9,16.8,189.1,19.3,77.9,13.0,19.8,0,,0,33.98,14.05
336,255.3,-52.4,5.2,16.0,20.0,10.2,14.6,N-S,20.9,38.9,14.0,16.8,183.5,16.8,68.6,12.1,20.6,0,,0,31.17,16.6
337,239.9,-60.2,5.24,16.0,20.0,11.8,16.4,N-S,18.0,39.0,14.1,17.3,186.1,19.9,75.6,11.0,20.1,0,,0,32.11,15.74
338,235.7,-57.6,5.14,20.0,16.0,15.8,19.6,N-S,21.0,36.8,12.9,18.5,183.8,19.3,66.9,11.7,19.4,0,,0,33.05,13.45
339,237.8,-54.6,5.48,20.0,16.0,12.7,16.4,N-S,18.0,40.9,13.3,16.2,186.5,17.9,62.5,13.0,17.7,0,,0,29.77,13.4
340,240.5,-50.2,5.74,16.0,20.0,13.5,18.2,N-S,17.1,41.2,12.2,16.1,188.7,16.9,78.4,13.3,22.0,0,,0,39.61,21.37
341,246.6,-51.1,5.14,16.0,20.0,11.0,15.0,N-S,16.5,38.8,13.8,17.1,184.2,19.8,63.1,12.1,19.1,0,,0,30.94,15.9
342,255.5,-59.0,5.63,20.0,16.0,15.3,19.8,E-W,19.2,39.6,13.5,16.3,186.7,18.0,67.9,12.5,17.9,0,,0,26.72,6.9
343,254.2,-54.2,5.11,16.0,20.0,14.5,19.1,N-S,21.2,36.8,13.3,18.2,184.1,18.0,60.3,12.4,21.5,0,,0,33.28,14.18
344,253.2,-50.9,5.03,20.0,16.0,10.2,14.2,N-S,18.1,37.8,13.6,18.2,183.4,19.6,70.2,13.2,20.7,0,,0,30.94,16.7
345,236.3,-55.8,5.23,20.0,16.0,15.5,19.6,N-S,17.7,39.4,14.3,18.8,188.6,16.3,74.6,12.5,19.4,0,,0,34.92,15.36
346,242.8,-51.6,5.63,20.0,16.0,13.5,17.2,E-W,18.8,40.8,13.8,18.0,185.3,17.8,67.6,12.2,20.5,0,,0,33.05,15.84
347,245.4,-55.4,5.75,20.0,16.0,11.4,15.6,N-S,17.2,38.2,12.7,18.1,188.5,16.3,73.8,12.6,18.2,0,,0,29.53,13.88
348,250.8,-51.3,5.33,16.0,20.0,14.7,17.9,N-S,18.0,40.0,13.2,18.7,183.6,19.8,75.4,12.3,19.5,0,,0,30.47,12.53
349,235.3,-58.3,5.71,20.0,16.0,15.4,19.7,E-W,18.8,39.9,13.2,16.7,185.1,16.6,76.2,11.3,17.9,0,,0,29.53,9.84
350,244.3,-51.7,5.36,20.0,16.0,15.2,19.8,N-S,21.8,38.2,12.5,16.0,186.5,19.4,77.7,13.5,18.7,0,,0,30.7,10.92
351,242.4,-60.6,5.44,16.0,20.0,11.2,15.6,N-S,16.2,39.7,12.6,18.4,183.9,17.6,66.9,11.3,20.5,0,,0,33.75,18.11
352,243.9,-50.6,5.63,20.0,16.0,16.6,19.7,N-S,21.2,39.6,13.7,17.9,187.4,19.9,71.8,12.8,20.1,0,,0,33.75,14.06
353,253.6,-53.1,5.74,16.0,20.0,15.6,20.0,N-S,19.9,35.7,13.5,17.6,184.6,16.7,62.7,13.3,22.2,0,,0,33.98,14.03
354,252.6,-60.5,5.33,16.0,20.0,11.3,15.3,E-W,20.2,36.7,13.6,16.7,183.7,16.5,68.6,12.5,17.6,0,,0,26.25,11.0
355,244.5,-55.8,5.54,20.0,16.0,12.0,16.5,N-S,20.4,37.6,13.3,18.1,185.0,17.2,73.1,11.2,19.2,0,,0,30.23,13.75
356,252.0,-52.1,5.59,20.0,16.0,16.1,19.8,N-S,20.1,39.9,13.9,17.1,188.2,18.1,79.3,12.4,17.3,0,,0,26.72,6.88
357,235.1,-56.9,5.57,16.0,20.0,13.3,16.4,N-S,19.1,40.1,13.6,16.9,188.4,18.3,68.1,10.7,16.8,0,,0,24.14,7.74
358,250.5,-54.4,5.63,20.0,16.0,10.4,15.1,N-S,16.7,39.2,14.5,16.7,183.6,18.5,66.6,11.5,18.6,0,,0,27.66,12.59
