QUERY: kortegolfzenders AND date within "1947-06-01 1948-12-31" | collection: DDD_artikel | numberOfRecords: 79 
1948/02/28 | De locomotief : Samarangsch handels- en advertentie-blad | p2 | ddd:010862918:mpeg21:a0033 | Ondergang der „Ourang Medan” „Voor het Eerst Werd ik Bang” De Enige Overlevende, Silvio Sc | Koninklijk Instituut voor de Tropen (KIT
1948/03/27 | De Tĳd : godsdienstig-staatkundig dagblad | p1 | ddd:011201066:mpeg21:a0011 | AMERIKA heeft bases nodig, „dichter bij de vijand", De wijzigingen in de sterkte van Ameri | Koninklijke Bibliotheek C 236
1948/03/27 | Nieuwe Haarlemsche courant | p3 | MMNHA03:179234074:mpeg21:a00042 | AMERIKA WENST „BASES, DIE DICHTER BIJ DE VIJAND LIGGEN” Wijzigingen in de sterkte van Amer | Noord-Hollands Archief
1948/04/17 | Het Parool | p | ABCDDD:010830910:mpeg21:a0179 | Interessante proeven | Koninklijke Bibliotheek

QUERY: "elsevier" AND weekblad AND schip AND date within "1948-01-01 1948-02-29" | collection: DDD_artikel | numberOfRecords: 0 

QUERY: schutzwald | collection: DDD_artikel | numberOfRecords: 15 
1938/09/15 | Soerabaijasch handelsblad | p9 | ddd:011121148:mpeg21:a0161 | Het Djatibedrijf in de Residentie Madioen I. Een der belangrijkste op Java Afzetgebied in  | Koninklijke Bibliotheek C 64
1938/09/19 | De Indische courant | pIII | ddd:010286354:mpeg21:a0275 | HET DJATIBEDRIJF IN DE RESIDENTIE MADIOEN. (Van onsen correspondent te Malang.) I Een der  | KB C 248
1948/03/13 | De locomotief : Samarangsch handels- en advertentie-blad | p2 | ddd:010862945:mpeg21:a0036 | Mysterie der „Ourang Medan” De Dodelijke Zwavelzuur-Gassen Doortrokken het Gehele Schip Fa | Koninklijk Instituut voor de Tropen (KIT
1913/09/13 | Amigoe di Curacao : weekblad voor de Curacaosche eilanden | p4 | ddd:010280298:mpeg21:a0026 | Advertentie | KB C 251
1930/04/09 | Arnhemsche courant | p | MMKB08:000108197:mpeg21:a0036 | KRABBELS UIT ZWITSERLAND No. 126. | Koninklijke Bibliotheek
1930/03/29 | Provinciale Noordbrabantsche en 's Hertogenbossche courant | p | MMSADB01:000016076:mpeg21:a0085 | Krabbels uit Zwitserland. | Stadsarchief 's-Hertogenbosch
1926/08/11 | Zutphensche courant | p | MMRAZ02:000421036:mpeg21:a00005 | GEMENGD NIEUWS | Regionaal Archief Zutphen
1930/03/22 | Zutphensche courant | p | MMRAZ02:000426069:mpeg21:a00084 | Krabbels uit Zwitserland, | Regionaal Archief Zutphen
1951/01/26 | De Maasbode | p3 | MMKB15:000561022:mpeg21:a00029 | Tragedie na tragedie schokte | Koninklijke Bibliotheek
1942/07/01 | Deutsche Zeitung in den Niederlanden | p6 | ddd:011120090:mpeg21:a0101 | Wirtschaft und Arbeit Vor einer Neuordnung: Forstaufsicht Von Oberforstmeister Hagemann | Koninklijke Bibliotheek NBM MFM MMK 0001
1936/11/28 | Bredasche courant | p | MMSAB03:000066608:mpeg21:a0001 | HET BOSCH In het Volkshuishouden van den Staat | Stadsarchief Breda
1916/11/22 | De Sumatra post | p | KBDDD02:000197498:mpeg21:a0058 | Uit 't Moederland. Nederland let op uw Bosschen! | Koninklijke Bibliotheek
1930/03/25 | Provinciale Geldersche en Nijmeegsche courant | p | MMRANM02:000027171:mpeg21:a0042 | Krabbels uit Zwitserland. No. 126. | Regionaal Archief Nijmegen
1930/03/21 | Leeuwarder courant | p9 | ddd:010604869:mpeg21:a0138 | Krabbels uit Zwitserland. ZONDEN EN PLAGEN. | KBDK
1913/09/26 | Algemeen Handelsblad | p1 | ddd:010651320:mpeg21:a0001 | Het aangezicht des lands. | KB C 21

QUERY: "alfred schutzwald" | collection: DDD_artikel | numberOfRecords: 1 
1948/03/13 | De locomotief : Samarangsch handels- en advertentie-blad | p2 | ddd:010862945:mpeg21:a0036 | Mysterie der „Ourang Medan” De Dodelijke Zwavelzuur-Gassen Doortrokken het Gehele Schip Fa | Koninklijk Instituut voor de Tropen (KIT

QUERY: tcangi OR taongi | collection: DDD_artikel | numberOfRecords: 14 
1882/08/14 | Soerabaijasch handelsblad | p2 | ddd:011086355:mpeg21:a0008 | Wetenschappelijke Mededeelingen. DOOR EEN PHARMACEUT. Gedaan aan het Soer. H.B. | Koninklijke Bibliotheek C 64
1948/02/28 | De locomotief : Samarangsch handels- en advertentie-blad | p2 | ddd:010862918:mpeg21:a0033 | Ondergang der „Ourang Medan” „Voor het Eerst Werd ik Bang” De Enige Overlevende, Silvio Sc | Koninklijk Instituut voor de Tropen (KIT
1944/01/29 | Deutsche Zeitung in den Niederlanden | p3 | ddd:011120623:mpeg21:a0065 | Japans Reich in der Südsee Eckpfeiler, Forts und Bastionen im Pazifik | Koninklijke Bibliotheek NBM Mfm MMK 0001
1935/02/19 | Bildtsche courant | p4 | MMTRES04:211356014:mpeg21:a00021 | FEUILLETON Het Eiland zonder geheimen | Tresoar
1989/07/18 | Limburgsch dagblad | p8 | ddd:010624262:mpeg21:a0138 | WASBE-noten door jos frusch | KB C 101
2002/05/16 | Algemeen Dagblad | p | KBPERS01:003195013:mpeg21:a00277 | Internetbedrog met niet bestaande staat | Koninklijke Bibliotheek
1888/06/25 | Bataviaasch nieuwsblad | p6 | ddd:110617408:mpeg21:a0036 | PATCHOULY. | Koninklijke Bibliotheek C 96
1935/03/12 | Bildtsche courant | p4 | MMTRES04:211356020:mpeg21:a00023 | FEUILLETON Het Eiland zonder geheimen | Tresoar
1935/02/26 | Bildtsche courant | p4 | MMTRES04:211356016:mpeg21:a00024 | FEUILLETON Het Eiland zonder geheimen | Tresoar
1948/11/19 | Het Rotterdamsch parool | p2 | MMSARO02:164871120:mpeg21:a00040 | SCHEEPVAART | Stadsarchief Rotterdam
1938/12/16 | Bataviaasch nieuwsblad | p7 | ddd:010864005:mpeg21:a0164 | Beuts te Batavia | Koninklijk Instituut voor de Tropen (KIT
1949/04/14 | Het Rotterdamsch parool | p2 | MMSARO02:164872088:mpeg21:a00045 | SCHEEPVAART | Stadsarchief Rotterdam
1908/08/27 | Soerabaijasch handelsblad | p1 | ddd:011089019:mpeg21:a0030 | Nederlandsch-Indië. SOERABAJA, 27 Augustus 1908. Sluiting der Mails te Soerabaja. | Koninklijke Bibliotheek C 64
1908/02/22 | Soerabaijasch handelsblad | p1 | ddd:011088864:mpeg21:a0029 | De kwestie Zuur. Geachte heer Redacteur! | Koninklijke Bibliotheek C 64

QUERY: franciscaner AND missionaris AND marshall AND date within "1948-01-01 1948-12-31" | collection: DDD_artikel | numberOfRecords: 0 

QUERY: nitro-glycerine AND zwavelzuur AND schip AND date within "1948-01-01 1948-12-31" | collection: DDD_artikel | numberOfRecords: 2 
1948/03/13 | De locomotief : Samarangsch handels- en advertentie-blad | p2 | ddd:010862945:mpeg21:a0037 | De lading | Koninklijk Instituut voor de Tropen (KIT
1948/03/13 | De locomotief : Samarangsch handels- en advertentie-blad | p2 | ddd:010862945:mpeg21:a0036 | Mysterie der „Ourang Medan” De Dodelijke Zwavelzuur-Gassen Doortrokken het Gehele Schip Fa | Koninklijk Instituut voor de Tropen (KIT

