word,count,proper,pre1822_mean,pre1822_years,first_year,mean_1822_49,mean_1850_1900,ratio_pre1822_to_1850_1900
foregoing,1,,2.885e-05,42,1780,2.700e-05,2.832e-05,1.019
forwarded,1,,1.306e-05,42,1780,9.837e-06,1.343e-05,0.972
four,1,,3.180e-04,42,1780,2.970e-04,3.426e-04,0.928
fourth,1,,8.010e-05,42,1780,8.065e-05,1.024e-04,0.782
framed,1,,1.021e-05,42,1780,1.146e-05,1.086e-05,0.940
freind,2,,7.366e-07,29,1785,1.115e-07,1.299e-07,5.669
french,1,proper,2.331e-04,42,1780,1.879e-04,1.654e-04,1.410
frequently,1,,1.215e-04,42,1780,1.106e-04,8.435e-05,1.440
friend,3,,1.647e-04,42,1780,1.783e-04,1.414e-04,1.165
friends,7,,1.847e-04,42,1780,2.120e-04,1.493e-04,1.237
friendship,1,,5.797e-05,42,1780,4.282e-05,2.511e-05,2.308
from,20,,4.573e-03,42,1780,4.522e-03,4.240e-03,1.079
ft,1,proper,1.647e-05,42,1780,4.178e-06,1.104e-05,1.491
full,2,,2.258e-04,42,1780,2.387e-04,2.595e-04,0.870
fund,1,,4.187e-05,42,1780,5.764e-05,8.653e-05,0.484
furnish,1,,4.664e-05,42,1780,5.050e-05,5.411e-05,0.862
furnishes,1,,9.892e-06,42,1780,1.389e-05,1.346e-05,0.735
further,1,,3.391e-04,42,1780,2.377e-04,2.329e-04,1.456
g,1,proper,6.864e-05,42,1780,4.463e-05,6.690e-05,1.026
gaines,1,proper,1.922e-06,27,1789,3.849e-06,2.467e-06,0.779
game,1,,1.681e-05,42,1780,1.941e-05,2.820e-05,0.596
gaoler's,1,proper,0.000e+00,0,,0.000e+00,0.000e+00,
gave,1,,2.063e-04,42,1780,2.120e-04,1.891e-04,1.091
general,7,,9.900e-04,42,1780,7.287e-04,7.568e-04,1.308
generally,1,,1.808e-04,42,1780,1.935e-04,1.682e-04,1.075
generaly,1,,4.506e-08,20,1790,4.010e-08,3.101e-08,1.453
genl,2,proper,2.117e-05,37,1780,3.531e-07,7.734e-07,27.377
gentleman,1,,1.153e-04,42,1780,1.583e-04,1.243e-04,0.928
get,3,,9.009e-05,42,1780,1.024e-04,1.765e-04,0.511
gets,1,,7.036e-06,42,1780,7.869e-06,1.538e-05,0.458
give,4,,4.727e-04,42,1780,4.402e-04,3.958e-04,1.194
given,1,,4.471e-04,42,1780,4.362e-04,4.310e-04,1.037
go,4,,2.420e-04,42,1780,2.774e-04,3.063e-04,0.790
going,1,,9.100e-05,42,1780,9.783e-05,1.300e-04,0.700
gone,3,,6.803e-05,42,1780,8.825e-05,9.306e-05,0.731
good,2,,6.739e-04,42,1780,6.593e-04,6.528e-04,1.032
got,1,,7.335e-05,42,1780,7.078e-05,1.013e-04,0.724
gov,1,,1.268e-05,42,1780,3.540e-06,3.994e-06,3.175
government,3,,4.589e-04,42,1780,4.542e-04,4.003e-04,1.147
governor,5,,2.036e-04,42,1780,1.347e-04,1.274e-04,1.597
grand,1,proper,8.353e-05,42,1780,8.292e-05,1.138e-04,0.734
gratified,2,,1.073e-05,42,1780,1.384e-05,7.066e-06,1.519
great,5,,1.153e-03,42,1780,1.094e-03,9.307e-04,1.239
grew,1,,2.340e-05,42,1780,2.881e-05,3.594e-05,0.651
groes,1,,1.618e-07,29,1790,1.152e-07,7.224e-08,2.240
guard,1,,6.397e-05,42,1780,5.114e-05,4.830e-05,1.324
gulph,1,proper,4.020e-06,41,1780,1.082e-06,1.117e-07,35.988
guranteed,1,,1.271e-09,2,1808,2.041e-09,2.901e-09,0.438
had,12,,2.693e-03,42,1780,2.982e-03,2.660e-03,1.013
half,2,,2.166e-04,42,1780,2.502e-04,3.009e-04,0.720
hand,2,,2.829e-04,42,1780,3.125e-04,3.270e-04,0.865
hangs,1,,4.271e-06,41,1780,5.284e-06,5.050e-06,0.846
hanna,2,,1.027e-06,33,1780,1.111e-06,2.258e-06,0.455
happy,1,,1.202e-04,42,1780,1.103e-04,7.334e-05,1.638
has,10,,1.634e-03,42,1780,1.937e-03,2.051e-03,0.797
havanna,4,proper,2.020e-06,36,1780,6.465e-07,1.427e-07,14.155
have,21,,3.799e-03,42,1780,3.860e-03,3.436e-03,1.106
having,1,,5.841e-04,42,1780,5.451e-04,4.927e-04,1.185
he,17,,5.461e-03,42,1780,5.710e-03,4.790e-03,1.140
hear,1,,1.185e-04,42,1780,1.285e-04,1.071e-04,1.107
heard,1,,1.545e-04,42,1780,1.896e-04,1.666e-04,0.928
henry,1,proper,1.317e-04,42,1780,1.120e-04,1.372e-04,0.959
her,3,,1.246e-03,42,1780,1.643e-03,1.607e-03,0.776
here,2,,4.354e-04,42,1780,5.023e-04,5.103e-04,0.853
herewith,1,,8.760e-06,42,1780,7.528e-06,1.670e-05,0.524
hermitage,2,proper,9.721e-07,35,1782,1.475e-06,1.245e-06,0.781
high,2,,2.395e-04,42,1780,2.720e-04,2.702e-04,0.886
him,11,,2.062e-03,42,1780,2.027e-03,1.603e-03,1.286
himself,1,,5.367e-04,42,1780,5.634e-04,4.154e-04,1.292
his,11,,5.896e-03,42,1780,6.095e-03,4.758e-03,1.239
home,2,,1.164e-04,42,1780,1.603e-04,2.286e-04,0.509
honor,1,,9.031e-05,42,1780,9.281e-05,1.061e-04,0.851
honour,1,,1.341e-04,42,1780,8.173e-05,2.001e-05,6.702
hope,1,,1.986e-04,42,1780,2.165e-04,1.538e-04,1.291
hopes,1,,6.433e-05,42,1780,6.003e-05,3.270e-05,1.967
hoping,1,proper,6.558e-06,42,1780,7.327e-06,8.083e-06,0.811
hornet,2,proper,1.727e-06,34,1781,1.238e-06,7.808e-07,2.212
house,1,,6.163e-04,42,1780,6.520e-04,5.995e-04,1.028
household,1,,1.245e-05,42,1780,1.820e-05,2.389e-05,0.521
hu,2,proper,3.040e-06,42,1780,1.822e-06,1.592e-06,1.910
hugh,1,proper,1.380e-05,42,1780,9.061e-06,1.193e-05,1.157
hutchison,1,proper,4.084e-06,26,1780,2.575e-07,5.279e-07,7.736
i,63,,4.797e-03,42,1780,4.436e-03,4.555e-03,1.053
if,13,,1.844e-03,42,1780,1.885e-03,1.709e-03,1.079
imajine,1,,0.000e+00,0,1835,6.069e-11,1.672e-10,0.000
immediate,1,,7.154e-05,42,1780,7.039e-05,5.821e-05,1.229
immediately,2,proper,1.980e-04,42,1780,1.652e-04,1.161e-04,1.705
immense,1,,3.434e-05,42,1780,4.676e-05,3.831e-05,0.896
impatient,1,,1.093e-05,42,1780,1.028e-05,7.818e-06,1.398
impressions,1,proper,1.995e-05,42,1780,2.313e-05,1.636e-05,1.219
in,35,,1.709e-02,42,1780,1.743e-02,1.755e-02,0.974
inconvenience,1,,1.934e-05,42,1780,1.714e-05,1.074e-05,1.801
increase,1,,9.633e-05,42,1780,1.119e-04,1.288e-04,0.748
indorsed,1,,7.433e-06,41,1780,3.738e-06,9.369e-06,0.793
infer,1,,9.506e-06,42,1780,1.177e-05,9.146e-06,1.039
inferior,1,,5.282e-05,42,1780,5.076e-05,3.722e-05,1.419
inform,1,,5.000e-05,42,1780,3.321e-05,2.334e-05,2.142
informed,1,,1.040e-04,42,1780,7.711e-05,5.225e-05,1.991
instructions,3,,5.683e-05,42,1780,5.193e-05,5.128e-05,1.108
