,jefferson_1,jefferson_2,jefferson_3,jefferson_4,randolph_1,randolph_2,randolph_3,randolph_4,jackson_1,jackson_2,jackson_3,jackson_4,jqadams_1,jqadams_2,jqadams_3,jqadams_4,ejames_1,ejames_2,ejames_3,ejames_4,flint_1,flint_2,flint_3,flint_4,hall_1,hall_2,hall_3,hall_4,paulding_1,paulding_2,paulding_3,paulding_4,pike_1,pike_2,pike_3,pike_4,biddle_1,biddle_2,biddle_3,biddle_4,gregg_1,gregg_2,gregg_3,gregg_4,pattie_1,pattie_2,pattie_3,pattie_4,tjames_1,tjames_2,tjames_3,tjames_4,irving_1,irving_2,irving_3,irving_4,bagby_1,bagby_2,bagby_3,bagby_4,cooke_1,cooke_2,cooke_3,cooke_4,cooke_lee_1,cooke_lee_2,cooke_lee_3,cooke_lee_4,davis_1,davis_2,davis_3,davis_4,page_1,page_2,page_3,page_4,cable_1,cable_2,cable_3,cable_4,eggleston_1,eggleston_2,eggleston_3,eggleston_4,twain_1,twain_2,twain_3,twain_4,twain_letters_1,twain_letters_2,twain_letters_3,twain_letters_4,lee_1,lee_2,lee_3,lee_4,cabell_1,cabell_2,cabell_3,cabell_4,christian_1,christian_2,christian_3,christian_4,pollock_1,pollock_2,pollock_3,pollock_4,shsp_1,shsp_2,shsp_3,shsp_4,poe_goldbug_1,poe_goldbug_2,poe_letters_1,beale_letters,beale_letter1,beale_b2,narrative,morriss,narrative_A,narrative_B,beale_letters_2000,narrative_2000
jefferson_1,0.0000,0.7177,0.8735,0.9925,0.9040,0.9105,0.9626,0.8335,0.8862,0.9222,0.8182,0.8165,0.7656,0.8648,0.8671,0.8794,1.0089,0.8689,1.0599,1.0718,0.7901,0.9236,0.8728,0.8978,0.8197,0.8718,0.8497,1.0107,0.8465,0.8656,0.8554,0.7429,1.0443,0.9198,0.8832,0.8570,1.0308,1.0413,1.0052,0.9803,0.8416,0.8882,0.9045,0.9413,0.8405,1.1827,0.8505,0.8105,0.8564,0.8730,0.9379,0.8976,0.7963,0.9508,0.9401,1.0037,0.7528,0.9634,0.8055,1.0348,0.7964,0.8007,0.8900,1.0657,0.7456,0.8518,0.8557,0.7892,0.8246,0.8488,0.8641,0.8417,0.9530,1.0394,1.0142,1.0376,0.7998,1.0176,1.0106,0.9488,0.9396,0.9061,0.8334,0.8669,0.8845,0.9643,0.8823,0.8994,0.8837,0.8242,0.9664,0.8964,0.9367,0.8251,0.8939,0.8976,0.7383,0.8503,0.8854,0.7930,0.8002,0.8976,0.9414,0.9316,0.8490,0.8458,0.7909,0.9667,0.8219,0.8599,0.8079,0.8084,0.9970,0.7823,0.9818,0.8908,0.9098,1.2154,0.7278,1.0500,0.8163,0.8320,0.9452,0.8150
jefferson_2,0.7177,0.0000,0.8123,0.9575,0.9251,1.0269,1.0383,0.8660,0.8387,0.9137,0.8242,0.8357,0.7897,0.8204,0.8338,0.9128,0.9671,0.8482,1.0585,1.1152,0.8270,0.8997,0.9627,0.9732,0.8030,0.7972,0.7776,1.0345,0.8558,0.8262,0.9344,0.8774,1.0066,0.9660,0.8216,0.8195,1.0132,1.0629,0.9976,1.0393,0.8924,0.8420,0.9136,0.9093,0.7882,1.1752,0.8606,0.8814,0.8761,0.9552,0.9818,0.9402,0.8394,0.9131,0.8977,0.9678,0.8882,1.0789,0.8662,1.1009,0.8682,0.7759,0.9456,1.1030,0.7428,0.8692,0.8888,0.8716,0.8535,0.8728,0.8212,0.8153,1.0253,1.0762,1.1107,1.1062,0.8855,1.0643,1.0709,1.0193,1.0195,0.9433,0.9669,0.7811,0.9599,1.0561,0.8528,0.8944,0.9723,0.9510,1.0199,0.9720,0.8596,0.7474,0.8591,0.9388,0.8408,0.9057,0.9518,0.8570,0.8732,0.9531,0.9621,0.9595,0.7895,0.8385,0.8326,0.9646,0.8670,0.9343,0.8506,0.7797,1.0725,0.9052,1.0956,0.8349,0.8547,1.2058,0.7571,1.1760,0.8257,0.8516,0.8787,0.8213
jefferson_3,0.8735,0.8123,0.0000,1.0224,1.1397,1.2167,1.1582,1.0889,0.9527,1.1484,0.9849,0.9384,0.9794,0.9072,0.9475,1.0109,0.9603,0.8724,1.0430,1.1651,0.9748,0.9554,1.0076,1.0910,0.8408,0.8799,0.8712,1.0995,1.1008,0.9953,1.0984,0.9790,1.0331,0.9441,0.8953,0.8859,1.0194,1.0571,0.9200,1.0343,1.0206,0.7720,0.9040,1.0010,0.8941,1.0896,1.0065,1.0294,0.9064,0.9024,0.9284,1.0554,0.9071,0.9216,0.9377,0.9941,1.0655,1.2039,1.0217,1.2303,0.9711,0.9623,0.9938,1.2443,0.9125,0.9754,0.9291,1.0423,0.8153,0.9200,0.9159,0.8760,1.0803,1.2596,1.2525,1.1608,1.0802,1.2867,1.2410,1.2292,1.0927,0.9982,1.1621,0.9585,1.1302,1.3130,1.1520,0.9293,1.0774,1.1512,1.2941,1.1675,1.1266,0.9966,1.0503,1.0164,0.9686,1.0520,1.0632,1.0029,1.0637,1.0722,1.0910,1.1178,0.9754,0.9366,0.9696,1.1098,0.9398,1.0372,0.9922,0.8635,1.2659,1.0199,1.2410,0.9165,0.9185,1.2992,0.9302,1.2227,1.0637,0.9799,0.9403,1.0646
jefferson_4,0.9925,0.9575,1.0224,0.0000,1.1671,1.2782,1.3609,1.0740,1.0835,1.1477,1.1996,1.1602,0.9975,1.0866,1.1080,1.1870,1.1619,1.1587,1.1516,1.3307,1.1719,1.2510,1.0537,1.2546,0.9922,1.0956,1.1407,0.9367,1.0238,0.9512,1.1724,1.0131,1.3105,1.1846,1.1016,1.0235,1.2060,1.3558,1.1460,1.2288,0.9890,1.1345,0.9567,1.0425,1.1308,1.3681,1.1828,1.2032,1.1698,1.2264,1.2980,1.2537,1.0778,1.2563,1.1980,1.2609,0.9961,1.2755,1.1473,1.2916,1.0905,1.1148,1.2316,1.2984,1.0966,1.1533,1.1839,1.2803,0.8416,1.0651,1.0443,1.0399,1.2835,1.3715,1.3712,1.3824,1.1150,1.3959,1.3083,1.2244,1.1312,1.1570,1.2451,1.0583,1.2313,1.2846,1.1101,0.9388,1.1061,1.2309,1.3122,1.1939,1.2366,1.1977,1.0813,1.2445,1.1606,1.2845,1.2534,1.1798,1.1219,1.2438,1.2353,1.2169,1.0537,1.0833,1.0798,1.1475,1.1712,1.2497,1.1425,1.1431,1.3080,1.0730,1.3629,1.0745,1.0781,1.4279,1.0228,1.5292,1.1179,1.0330,1.1244,1.1146
randolph_1,0.9040,0.9251,1.1397,1.1671,0.0000,0.7514,0.8714,0.8392,0.9094,0.8926,0.8562,1.1202,1.0403,1.0626,1.0704,1.0635,1.1733,1.2015,1.2978,1.2972,1.1132,1.1867,1.1279,1.1389,1.0564,1.0189,1.1206,1.0982,1.0546,1.0226,1.0694,1.0115,1.3102,1.1470,0.9588,1.0679,1.3178,1.2558,1.1778,1.2391,0.9918,1.1202,1.0781,1.0546,1.0891,1.4263,1.2082,1.0025,1.1614,1.2112,1.2101,1.0843,1.1354,1.2283,1.2260,1.2949,1.0300,1.2140,1.0853,1.1788,1.1005,1.0563,1.2229,1.3697,1.0053,1.1671,1.2001,1.0889,1.1355,1.1156,1.2073,1.0010,1.2785,1.3611,1.3033,1.4225,1.0907,1.1159,1.2196,1.0099,1.2158,1.1991,1.1412,1.1189,1.1934,1.2053,1.1218,1.1053,0.8943,0.9818,1.1027,0.8789,0.8737,0.9377,0.7973,1.2141,1.0661,1.1612,1.1405,1.1582,1.0887,1.1990,1.2094,1.1716,1.0174,1.0608,1.0904,1.2234,1.1372,1.1199,1.0374,0.9470,1.0607,1.1025,1.0089,0.9940,1.0409,1.4550,0.9067,1.2088,1.0244,0.9459,1.0931,1.0259
randolph_2,0.9105,1.0269,1.2167,1.2782,0.7514,0.0000,0.7069,0.8911,0.8533,0.9221,0.8409,1.0192,1.0640,1.0820,1.0825,0.9351,1.1318,1.1755,1.2411,1.2827,1.0726,1.1680,1.1652,1.0957,1.0769,1.0519,1.1593,1.1182,1.0262,1.1013,1.0699,0.9882,1.2038,1.0275,0.9685,1.0175,1.2998,1.2627,1.1381,1.1456,1.0340,1.1636,1.1344,1.1334,1.0932,1.3224,1.1321,0.9438,1.1194,1.1156,1.1575,1.0175,1.1100,1.1725,1.1913,1.2208,1.0302,1.1100,1.1021,1.1700,1.0753,1.0598,1.1329,1.3477,0.9215,1.1222,1.0963,1.0595,1.1245,1.0334,1.2314,0.9647,1.2850,1.3689,1.2438,1.2524,1.0126,1.0847,1.1228,0.9885,1.2680,1.1889,1.0913,1.0863,1.1467,1.2575,1.1125,1.1161,0.9100,1.0234,1.0887,0.9225,0.8579,0.9617,0.8081,1.1648,1.1044,1.2290,1.2140,1.1423,1.1453,1.1476,1.1909,1.1594,0.9991,1.0811,1.0488,1.1419,1.1094,1.0489,1.0167,0.9515,0.9744,1.0170,1.0106,1.0969,1.1540,1.4252,0.9876,1.2894,1.0854,1.0465,1.2005,1.0852
randolph_3,0.9626,1.0383,1.1582,1.3609,0.8714,0.7069,0.0000,0.8435,0.9245,0.9866,0.8778,1.0190,1.1381,1.1449,1.1203,1.0157,1.1738,1.1491,1.3024,1.2577,1.1705,1.0671,1.2480,1.0585,1.0886,1.0312,1.2194,1.2554,1.0867,1.1496,1.0504,1.0205,1.1845,1.0589,1.0854,1.0648,1.2719,1.2863,1.1351,1.2588,1.1284,1.1859,1.1896,1.1986,1.0914,1.3314,1.1625,1.0152,1.0954,1.1242,1.1900,1.0200,1.2298,1.1737,1.1780,1.2316,1.0324,1.1421,1.0317,1.2006,1.1099,1.1238,1.1901,1.3179,0.9465,1.1463,1.0652,1.1134,1.1855,1.0238,1.1909,1.0241,1.2400,1.3740,1.2726,1.1564,1.1241,1.0964,1.1150,1.0351,1.2754,1.2395,1.1481,1.1829,1.1783,1.2914,1.1337,1.1016,0.9664,0.9626,1.1088,1.0703,0.9370,1.0344,0.9433,1.2013,1.1628,1.2085,1.1521,1.1411,1.0523,1.1235,1.1757,1.0956,1.0066,1.0808,0.9999,1.1008,1.1044,0.9544,0.9689,0.9310,1.0788,0.9944,1.0767,1.1084,1.1641,1.4469,1.0629,1.2457,1.1629,1.1104,1.2126,1.1626
randolph_4,0.8335,0.8660,1.0889,1.0740,0.8392,0.8911,0.8435,0.0000,0.9655,0.8641,0.8404,0.9017,0.9387,1.0195,1.0511,0.9511,1.0937,1.0250,1.2474,1.2250,0.9863,1.0323,1.0816,1.0393,0.9900,0.8853,1.0926,1.0455,0.8501,0.8440,0.8907,0.8546,1.1332,0.9910,0.9930,1.0083,1.2548,1.1148,1.0890,1.1312,0.8389,1.0329,1.0724,1.0898,0.9601,1.2460,1.0934,0.9504,1.0674,1.1184,1.1203,0.9683,1.0317,1.0523,1.0899,1.0636,0.8421,1.0750,0.8561,0.9979,1.0085,0.9381,1.0925,1.2637,0.8948,1.0816,1.0388,1.0198,1.0544,1.0310,1.0930,1.0100,1.0138,1.1697,1.1576,1.1614,0.9743,0.9656,0.9834,0.9226,1.0760,1.1122,0.9587,1.0302,0.9744,1.0132,0.9054,0.9167,0.8022,0.7976,0.9451,0.9088,0.8821,0.9937,0.8990,1.0793,0.9872,1.0160,1.0492,1.0323,1.0436,1.0120,1.0695,1.0755,0.9496,1.0304,0.8875,1.1513,1.0152,0.9193,0.9435,0.8257,0.9253,0.8652,1.1047,0.9667,0.9823,1.3631,0.9056,1.1519,0.9740,0.9687,1.0293,0.9745
jackson_1,0.8862,0.8387,0.9527,1.0835,0.9094,0.8533,0.9245,0.9655,0.0000,0.7894,0.7148,0.9737,0.9186,0.9296,0.9942,0.9374,1.0456,1.0827,1.1269,1.1349,1.0157,1.0370,1.0210,0.9893,0.9425,1.0007,1.0126,1.0095,1.0128,0.9492,1.0680,0.8778,1.2170,1.0247,0.8545,0.8764,1.0527,1.1038,1.0919,1.1361,0.9251,1.0331,0.9959,0.9082,1.0241,1.3054,1.0470,0.9781,0.9710,1.0566,1.0399,1.0239,1.0059,1.1296,1.0710,1.1659,1.0004,1.1491,1.0898,1.2061,0.9922,0.8774,1.0662,1.1269,0.8420,0.9831,0.9668,0.9089,0.9491,0.8787,1.0216,0.8391,1.1269,1.2644,1.2191,1.2198,1.0232,1.1429,1.1579,1.0235,1.2044,1.0820,1.0531,1.0805,1.1841,1.2425,1.0101,0.9312,0.9941,1.0374,1.0880,1.0373,0.9790,0.8679,0.9026,1.1675,0.9917,1.0724,1.0323,1.0172,0.9979,1.0738,1.0640,1.0891,0.9198,0.9631,0.9188,0.9715,1.0484,1.0220,0.8765,0.9150,1.1265,1.0425,1.1175,0.8919,0.9570,1.2444,0.8905,1.1608,1.0060,0.9262,1.0014,1.0006
jackson_2,0.9222,0.9137,1.1484,1.1477,0.8926,0.9221,0.9866,0.8641,0.7894,0.0000,0.8275,1.0315,0.9985,0.9909,1.0271,1.0413,1.1176,1.1786,1.2961,1.2460,1.0627,1.2068,1.1504,1.1147,1.1037,1.0963,1.1856,1.1620,1.0724,1.1158,1.1820,1.0154,1.2325,1.0605,1.0065,1.0702,1.2539,1.2652,1.1540,1.2497,1.0718,1.1935,1.1566,1.1639,1.1015,1.3972,1.1514,1.0580,1.1581,1.2301,1.2502,1.0111,1.1001,1.1800,1.1776,1.2857,1.0049,1.2063,1.1851,0.9801,1.1331,1.0175,1.2513,1.2544,0.9877,1.0915,1.1055,1.0621,1.1701,1.0578,1.1714,1.0446,1.3110,1.2279,1.1359,1.3234,1.0894,1.1929,1.1339,0.9092,1.2978,1.2550,1.0856,1.1659,1.1779,1.1462,1.0832,0.9599,0.9272,0.9525,1.0975,0.8594,0.8732,0.9362,0.8668,1.1700,1.1377,1.1466,1.2564,1.1606,1.1433,1.1566,1.1755,1.1494,0.9972,1.0580,1.0410,1.1340,1.1531,1.1103,0.9891,0.9499,1.0106,1.0049,1.1336,0.9685,1.0061,1.3455,0.9675,1.2578,1.0146,1.0467,1.0406,1.0102
