word,count,proper,pre1822_mean,pre1822_years,first_year,mean_1822_49,mean_1850_1900,ratio_pre1822_to_1850_1900
communication,3,,9.753e-05,42,1780,6.159e-05,5.328e-05,1.831
communicative,1,,1.004e-06,40,1780,1.167e-06,7.732e-07,1.299
community,2,,4.690e-05,42,1780,6.042e-05,4.326e-05,1.084
companions,1,,2.202e-05,42,1780,2.701e-05,1.904e-05,1.156
comparative,1,,1.108e-05,42,1780,1.726e-05,2.040e-05,0.543
compared,1,,3.742e-05,42,1780,4.197e-05,4.291e-05,0.872
comparing,2,,1.026e-05,42,1780,9.600e-06,8.458e-06,1.213
compelled,1,,3.572e-05,42,1780,5.291e-05,4.790e-05,0.746
complete,1,,7.571e-05,42,1780,8.565e-05,1.188e-04,0.638
completed,1,,3.101e-05,42,1780,4.207e-05,5.743e-05,0.540
completely,1,,3.561e-05,42,1780,4.331e-05,4.176e-05,0.853
complied,1,,1.507e-05,42,1780,1.158e-05,1.165e-05,1.294
concealment,1,,4.954e-06,42,1780,6.797e-06,4.891e-06,1.013
conception,1,,1.251e-05,42,1780,1.750e-05,2.391e-05,0.523
conclude,1,,4.213e-05,42,1780,3.047e-05,1.695e-05,2.486
conclusion,1,,4.169e-05,42,1780,5.684e-05,5.876e-05,0.709
condition,3,,1.300e-04,42,1780,1.692e-04,2.193e-04,0.593
conditions,1,,4.580e-05,42,1780,3.959e-05,9.885e-05,0.463
conducted,1,,4.236e-05,42,1780,4.394e-05,3.731e-05,1.136
confederate,1,proper,4.069e-06,40,1781,2.496e-06,2.143e-05,0.190
conferring,1,,3.331e-06,41,1780,4.329e-06,4.605e-06,0.723
confidence,5,,7.733e-05,42,1780,8.773e-05,5.449e-05,1.419
confined,1,,5.587e-05,42,1780,5.809e-05,4.325e-05,1.292
conjecture,2,,1.475e-05,42,1780,1.275e-05,7.125e-06,2.070
connected,3,,5.464e-05,42,1780,9.177e-05,9.571e-05,0.571
connection,2,,3.343e-05,42,1780,3.629e-05,9.392e-05,0.356
connexions,1,,7.052e-06,42,1780,7.312e-06,1.054e-06,6.691
consecutive,1,,1.170e-06,32,1780,2.160e-06,5.031e-06,0.233
consented,1,,1.249e-05,42,1780,1.361e-05,1.089e-05,1.147
consequence,1,,1.483e-04,42,1780,1.353e-04,7.607e-05,1.950
consequences,1,,5.686e-05,42,1780,5.404e-05,2.883e-05,1.972
consequent,2,,1.188e-05,42,1780,1.504e-05,1.445e-05,0.822
consisted,1,,2.297e-05,42,1780,2.511e-05,2.240e-05,1.025
consistently,1,,5.805e-06,42,1780,6.509e-06,3.838e-06,1.512
constantly,1,,4.478e-05,42,1780,5.086e-05,4.749e-05,0.943
constituting,1,,6.490e-06,42,1780,8.566e-06,1.008e-05,0.644
consumed,1,,1.508e-05,42,1780,1.900e-05,1.627e-05,0.927
contact,1,,1.355e-05,42,1780,2.049e-05,3.737e-05,0.362
contained,5,,8.938e-05,42,1780,8.650e-05,7.489e-05,1.193
contains,1,,6.355e-05,42,1780,7.138e-05,7.259e-05,0.875
contents,3,,2.855e-05,42,1780,2.903e-05,3.642e-05,0.784
contingences,1,,1.377e-07,31,1782,9.327e-08,2.955e-08,4.661
contingencies,1,,3.940e-06,41,1780,4.869e-06,4.702e-06,0.838
continued,1,,1.608e-04,42,1780,1.734e-04,1.603e-04,1.003
contributing,1,,4.269e-06,42,1780,4.185e-06,3.885e-06,1.099
control,1,,3.055e-05,42,1780,4.909e-05,7.370e-05,0.414
conversations,1,,5.337e-06,41,1780,7.289e-06,5.363e-06,0.995
convinced,1,,4.552e-05,42,1780,3.902e-05,2.300e-05,1.979
copied,1,,9.118e-06,42,1780,9.860e-06,8.843e-06,1.031
corresponding,1,,1.923e-05,42,1780,3.090e-05,4.060e-05,0.474
could,13,,7.429e-04,42,1780,8.480e-04,7.745e-04,0.959
countenance,1,,3.837e-05,42,1780,4.922e-05,2.409e-05,1.593
country,1,,5.606e-04,42,1780,6.018e-04,4.454e-04,1.259
county,2,,4.053e-04,42,1780,3.145e-04,4.538e-04,0.893
course,3,,2.191e-04,42,1780,3.030e-04,3.000e-04,0.730
courted,1,,3.761e-06,40,1780,3.050e-06,1.597e-06,2.355
courteous,1,,3.593e-06,42,1780,4.702e-06,5.424e-06,0.662
covered,1,,7.746e-05,42,1780,8.207e-05,8.610e-05,0.900
