Jefferson/03-06-02-0333	Thomas Jefferson to John Waldo, 16 August 1813
Jefferson/03-06-02-0334	Augustus B. Woodward to Thomas Jefferson, 16 August 1813
Jefferson/03-06-02-0335	Thomas Jefferson to George Divers, 17 August 1813
Jefferson/03-06-02-0336	George Divers to Thomas Jefferson, 17 August 1813
Jefferson/03-06-02-0337	Samuel Pleasants to Thomas Jefferson, 17 August 1813
Jefferson/03-06-02-0338	ERR <urlopen error [Errno 104] Connection reset by peer>
Jefferson/03-06-02-0339	Thomas Jefferson to John Wilson, 17 August 1813
Jefferson/03-06-02-0340	Thomas Jefferson to Caspar Wistar, 17 August 1813
Jefferson/03-06-02-0341	ERR HTTP Error 404: NOT FOUND
Jefferson/03-06-02-0342	Lucy Cooley to Thomas Jefferson, 18 August 1813
Jefferson/03-06-02-0343	Samuel H. Smith to Thomas Jefferson, 18 August 1813
Jefferson/03-06-02-0344	Thomas Jefferson to Paul Allen, 20 August 1813
Jefferson/03-06-02-0345	Thomas Jefferson to Nicholas Biddle, 20 August 1813
