Madison/03-02-02-0001	To James Madison from George Bernard and Others, [ca. October] …
Madison/03-02-02-0002	To James Madison from Albert Gallatin, ca. 2 October 1809
Madison/03-02-02-0003	To James Madison from William Ray, 4 October 1809
Madison/03-02-02-0004	From James Madison to Albert Gallatin, [5 October] 1809
Madison/03-02-02-0005	To James Madison from Hubbard Taylor, 5 October 1809
Madison/03-02-02-0006	To James Madison from George Joy, 5 October 1809 (Abstract)
Madison/03-02-02-0007	From James Madison to Thomas Jefferson, 6 October 1809
Madison/03-02-02-0008	To James Madison from Benjamin Rush, 6 October 1809
Madison/03-02-02-0009	To James Madison from James Riddle and Others, [ca. 8 October] …
Madison/03-02-02-0010	From James Madison to the Republican Meeting of Washington Cou …
Madison/03-02-02-0011	To James Madison from Thomas Jefferson, 9 October 1809
Madison/03-02-02-0012	Madison, Francis James Jackson, and Robert Smith, 9 October–11 …
Madison/03-02-02-0013	Robert Smith to Francis James Jackson, 9 October 1809 (Abstract)
Madison/03-02-02-0014	To James Madison from the Inhabitants of the Louisiana Territo …
Madison/03-02-02-0015	To James Madison from Stephen Cathalan, 12 October 1809
Madison/03-02-02-0016	To James Madison from John G. Jackson, 12 October 1809
Madison/03-02-02-0017	To James Madison from Charles Peale Polk, 12 October 1809
Madison/03-02-02-0018	To James Madison from Francis W. Small, 12 October 1809
Madison/03-02-02-0019	From James Madison to Thomas Jefferson, 13 October 1809
Madison/03-02-02-0020	To James Madison from the Inhabitants of the Michigan Territor …
Madison/03-02-02-0021	To James Madison from an Unidentified Correspondent, 15 Octobe …
Madison/03-02-02-0022	To James Madison from Richard Purdy, 16 October 1809 (Abstract)
Madison/03-02-02-0023	From James Madison to the Secretary of the Republican Meeting …
Madison/03-02-02-0024	To James Madison from Caesar A. Rodney, 17 October 1809
Madison/03-02-02-0025	To James Madison from Francis W. Small, 17 October 1809
Madison/03-02-02-0026	To James Madison from Nicholas Boilvin, 17 October 1809 (Abstr …
Madison/03-02-02-0027	To James Madison from David Bailie Warden, 18 October 1809
Madison/03-02-02-0028	To James Madison from the Merchants and Underwriters of Philad …
Madison/03-02-02-0029	To James Madison from Wilson Cary Nicholas, 19 October 1809 (A …
Madison/03-02-02-0030	To James Madison from Jonathan Robinson and Samuel Shaw, 19 Oc …
Madison/03-02-02-0031	Robert Smith to Francis James Jackson, 19 October 1809 (Abstra …
Madison/03-02-02-0032	From James Madison to Nelly Conway Madison, 20 October 1809
Madison/03-02-02-0033	From James Madison to William Raynolds, 20 October 1809
Madison/03-02-02-0034	From James Madison to the Secretary of the Republican Meeting …
Madison/03-02-02-0035	To James Madison from John Strode, 20 October 1809
Madison/03-02-02-0036	To James Madison from James Taylor, 20 October 1809
Madison/03-02-02-0037	To James Madison from the Indiana Territorial Legislature, 21 …
Madison/03-02-02-0038	From James Madison to Caesar A. Rodney, 22 October 1809
Madison/03-02-02-0039	To James Madison from John P. Van Ness, 22 October 1809 (Abstr …
Madison/03-02-02-0040	From James Madison to William Pinkney, 23 October 1809
Madison/03-02-02-0041	From James Madison to Benjamin Rush, 23 October 1809
Madison/03-02-02-0042	To James Madison from Samuel Stanhope Smith, 23 October 1809
Madison/03-02-02-0043	To James Madison from Thomas Jefferson, 25 October 1809
Madison/03-02-02-0044	To James Madison from Robert R. Livingston, 25 October 1809
Madison/03-02-02-0045	To James Madison from the Indian Inhabitants of New Stockbridg …
Madison/03-02-02-0046	Madison and Lafayette’s Louisiana Lands, 26 October 1809 (Edit …
