Madison/03-02-02-0047	To James Madison from Lafayette, 26 October 1809
Madison/03-02-02-0048	To James Madison from Thomas B. Robertson, 26 October 1809
Madison/03-02-02-0049	To James Madison from Jared Mansfield, 26 October 1809 (Abstra …
Madison/03-02-02-0050	From James Madison to John Strode, 26 October 1809
Madison/03-02-02-0051	From James Madison to William Bentley, 28 October 1809
Madison/03-02-02-0052	From James Madison to the Chairman of the Republican Meeting o …
Madison/03-02-02-0053	From James Madison to Eleuthère Irénée DuPont, 28 October 1809
Madison/03-02-02-0054	To James Madison from Albert Gallatin, 28 October 1809
Madison/03-02-02-0055	To James Madison from Lewis Lowrey, 28 October 1809 (Abstract)
Madison/03-02-02-0056	To James Madison from Carré de Sainte-Gemme, 28 October 1809 ( …
Madison/03-02-02-0057	To James Madison from James Dinsmore, 29 October 1809
Madison/03-02-02-0058	To James Madison from Albert Gallatin, 29 October 1809
Madison/03-02-02-0059	To James Madison from John G. Jackson, 29 October 1809
Madison/03-02-02-0060	To James Madison from Robert Smith, [29 October] 1809
Madison/03-02-02-0061	From James Madison to Thomas Jefferson, 30 October 1809
Madison/03-02-02-0062	To James Madison from Robert Taylor, 30 October 1809
Madison/03-02-02-0063	To James Madison from an Unidentified Correspondent, [ca. 30] …
Madison/03-02-02-0064	To James Madison from William Cocke, 30 October 1809 (Abstract)
Madison/03-02-02-0065	To James Madison from François Vigo, 30 October 1809 (Abstract)
Madison/03-02-02-0066	To James Madison from the Citizens of Clark County, Indiana Te …
Madison/03-02-02-0067	To James Madison from William Duane, 1 November 1809 (Abstract)
Madison/03-02-02-0068	Robert Smith to Francis James Jackson, 1 November 1809 (Abstra …
Madison/03-02-02-0069	To James Madison from Eleuthère Irénée DuPont, 3 November 1809
Madison/03-02-02-0070	To James Madison from John Carroll, 3 November 1809 (Abstract)
Madison/03-02-02-0071	To James Madison from John Leonard, 3 November 1809 (Abstract)
Madison/03-02-02-0072	From James Madison to Hobohoilthle, [6 November] 1809
Madison/03-02-02-0073	From James Madison to Thomas Jefferson, 6 November 1809
Madison/03-02-02-0074	To James Madison from Thomas Jefferson, 6 November 1809
Madison/03-02-02-0075	To James Madison from Joseph Crockett, 6 November 1809 (Abstra …
Madison/03-02-02-0076	To James Madison from John Armstrong, [ca. 7 November] 1809
Madison/03-02-02-0077	To James Madison from Henry Dearborn, 7 November 1809
Madison/03-02-02-0078	To James Madison from Charles W. Goldsborough, 7 November 1809
Madison/03-02-02-0079	To James Madison from Philip E. Thomas, 7 November 1809
Madison/03-02-02-0080	To James Madison from Andrew Ellicott, 8 November 1809
Madison/03-02-02-0081	To James Madison from Almon Ruggles, 8 November 1809
Madison/03-02-02-0082	Robert Smith to Francis James Jackson, 8 November 1809 (Abstra …
Madison/03-02-02-0083	To James Madison from Charles W. Goldsborough, 9 November 1809
Madison/03-02-02-0084	To James Madison from Charles W. Goldsborough, 9 November 1809
Madison/03-02-02-0085	Draft of Robert Smith to William Pinkney, [ca. 9 November] 1809
Madison/03-02-02-0086	To James Madison from Solomon Myer, 9 November 1809 (Abstract)
Madison/03-02-02-0087	To James Madison from James Taylor, 9 November? 1809 (Abstract)
Madison/03-02-02-0088	Presidential Proclamation, 10 November 1809 (Abstract)
Madison/03-02-02-0089	From James Madison to Henry Dearborn, 13 November 1809
Madison/03-02-02-0090	To James Madison from the Vermont General Assembly, [15 Novemb …
Madison/03-02-02-0091	To James Madison from John Dawson, 16 November 1809
Madison/03-02-02-0092	To James Madison from William McKinley, 16 November 1809
Madison/03-02-02-0093	To James Madison from David Bailie Warden, 17 November 1809
Madison/03-02-02-0094	To James Madison from Gabriel Richard, 17 November 1809 (Abstr …
Madison/03-02-02-0095	To James Madison from Charles Pinckney, 18 November 1809
Madison/03-02-02-0096	To James Madison from James Taylor, 19 November 1809
Madison/03-02-02-0097	To James Madison from William C. C. Claiborne, 19 November 180 …
Madison/03-02-02-0098	To James Madison from David Gelston, 20 November 1809
Madison/03-02-02-0099	To James Madison from John Brown, 20 November 1809 (Abstract)
Madison/03-02-02-0100	To James Madison from James Dinsmore, 21 November 1809
Madison/03-02-02-0101	To James Madison from the Mississippi Territorial Legislature …
Madison/03-02-02-0102	Memorandum from Albert Gallatin, [ca. 23 November] 1809
Madison/03-02-02-0103	To James Madison from Benjamin Henry Latrobe, 23 November 1809
Madison/03-02-02-0104	To James Madison from Frederick Bates, 23 November 1809 (Abstr …
Madison/03-02-02-0105	From James Madison to David Gelston, 24 November 1809
Madison/03-02-02-0106	Memorandum from William Eustis, [ca. 24 November] 1809
Madison/03-02-02-0107	Memorandum from Albert Gallatin, [ca. 24 November] 1809
Madison/03-02-02-0108	To James Madison from Alfred Madison, 24 November 1809
Madison/03-02-02-0109	To James Madison from Thomas Jefferson, 26 November 1809
Madison/03-02-02-0110	From James Madison to Thomas Jefferson, 27 November 1809
Madison/03-02-02-0111	To James Madison from George W. Erving, 28 November 1809
Madison/03-02-02-0112	To James Madison from David Gelston, 28 November 1809
Madison/03-02-02-0113	To James Madison from Charles Pinckney, 28 November 1809
Madison/03-02-02-0114	Annual Message to Congress, 29 November 1809
Madison/03-02-02-0115	To James Madison from Thomas Jefferson, 30 November 1809
Madison/03-02-02-0116	To James Madison from Charles Scott, 30 November 1809 (Abstract)
Madison/03-02-02-0117	To James Madison from William Duane, 1 December 1809
Madison/03-02-02-0118	To James Madison from John Drayton, 1 December 1809 (Abstract)
Madison/03-02-02-0119	To James Madison from Paul Hamilton, 1 December 1809 (Abstract)
Madison/03-02-02-0120	From James Madison to Pierre Samuel DuPont de Nemours, 3 Decem …
Madison/03-02-02-0121	From James Madison to John G. Jackson, 3 December 1809
Madison/03-02-02-0122	From James Madison to William Short, 3 December 1809
Madison/03-02-02-0123	To James Madison from Two Chiefs of the Wyandot Nation, 3 Dece …
Madison/03-02-02-0124	From James Madison to Lafayette, 4 December 1809
Madison/03-02-02-0125	From James Madison to William Pinkney, 4 December 1809
Madison/03-02-02-0126	ERR <urlopen error [Errno 104] Connection reset by peer>
Madison/03-02-02-0127	To James Madison from Nathaniel Vollintine, 4 December 1809
Madison/03-02-02-0128	From James Madison to Congress, 4 December 1809 (Abstract)
Madison/03-02-02-0129	To James Madison from William Duane, 5 December 1809
Madison/03-02-02-0130	To James Madison from William Lambert, 5 December 1809
Madison/03-02-02-0131	Account with William Thornton, [5 December] 1809
Madison/03-02-02-0132	To James Madison from Willie Blount, 5 December 1809 (Abstract)
Madison/03-02-02-0133	To James Madison from the Mississippi Territorial Legislature …
Madison/03-02-02-0134	John B. Colvin to Richard Forrest, 5 December 1809 (Abstract)
Madison/03-02-02-0135	To James Madison from Thomas Jefferson, 7 December 1809
Madison/03-02-02-0136	To James Madison from Joseph Joshua Dyster, 7 December 1809 (A …
Madison/03-02-02-0137	To James Madison from Henry Brockholst Livingston, 7 December …
Madison/03-02-02-0138	To James Madison from William Duane, 8 December 1809
Madison/03-02-02-0139	To James Madison from Paul Hamilton, 8 December 1809
Madison/03-02-02-0140	To James Madison from Alexander McRae, 8 December 1809
