# We Proceeded On (Lewis and Clark Trail Heritage Foundation quarterly) — index of items whose article text/title/author matched death-related search terms, built 2026-09-14 from the WPO search engine at https://lewisandclark.org/search-wpo/ (POST search1=<term>&type1=<Article Text|Article Titles|Authors>).
# Columns: status (OPEN = PDF online at https://lewisandclark.org<href>; PRINT = issue younger than one year, print only) | href | citation as given by the index | search terms that matched (t:=article text, ti:=title, a:=author)
status	href	citation	matched_terms
OPEN	/wpo/pdf/vol11no4.pdf#page=4	"1986 Meeting To Be In Oregon, Aug. 16-20," November 1985, Vol.11 No. 4, Page 4.	t:Chuinard
OPEN	/wpo/pdf/vol11no4.pdf#page=22	"Seventeenth Annual Meeting Attendees," November 1985, Vol.11 No. 4, Page 22.	t:Chuinard
OPEN	/wpo/pdf/vol12no1.pdf#page=7	Paul R. Cutright, "'Rest, Rest, Perturbed Spirit'," March 1986, Vol.12 No. 1, Page 7.	a:Cutright,t:Alexander Wilson,t:Grinder,t:Neelly,t:Pernier,t:Phelps,t:Vardis,t:assassin,t:suicide
OPEN	/wpo/pdf/vol12no2.pdf#page=5	"Updating Lewis & Clark In Recent Periodicals," May 1986, Vol.12 No. 2, Page 5.	t:Chuinard
OPEN	/wpo/pdf/vol12no2.pdf#page=14	"Recent Meetings," May 1986, Vol.12 No. 2, Page 14.	t:Chuinard
OPEN	/wpo/pdf/vol12no3.pdf#page=6	Robert E. Lange, "Editor's Note: A Controversy! - The 'End' of the Lewis and Clark Trail?," August 1986, Vol.12 No. 3, Page 6.	t:Chuinard
OPEN	/wpo/pdf/vol12no3.pdf#page=7	E.G. 'Frenchy' Chuinard, "The Western End of the Lewis and Clark Trail," August 1986, Vol.12 No. 3, Page 7.	a:Chuinard
OPEN	/wpo/pdf/vol12no3.pdf#page=24	"Recent Meetings," August 1986, Vol.12 No. 3, Page 24.	t:Chuinard
OPEN	/wpo/pdf/vol12no4.pdf#page=3	John E. Foote, "President Foote's Message," November 1986, Vol.12 No. 4, Page 3.	t:Chuinard
OPEN	/wpo/pdf/vol12no4.pdf#page=5	"Cameras Record Events at the Foundation's 18th Annual Meeting," November 1986, Vol.12 No. 4, Page 5.	t:Chuinard
OPEN	/wpo/pdf/vol12no4.pdf#page=12	"Eighteenth Annual Meeting Attendees," November 1986, Vol.12 No. 4, Page 12.	t:Chuinard
OPEN	/wpo/pdf/vol12no4.pdf#page=15	Charles Odegaard, "Charles H. Odegaard's Address at the Foundation's 18th Annual Banquet: Portland, Oregon, August 20, 1986," November 1986, Vol.12 No. 4, Page 15.	t:Chuinard
OPEN	/wpo/pdf/vol12no4.pdf#page=18	"News Notes," November 1986, Vol.12 No. 4, Page 18.	t:Chuinard
OPEN	/wpo/pdf/vol12no4.pdf#page=21	James A. Gardner, "International Interpretation & 'Internationalist's' Interpretation of the Lewis & Clark Expedition (Subtitle: Where Was the Spanish Passport?)," November 1986, Vol.12 No. 4, Page 21.	t:Wilkinson
OPEN	/wpo/pdf/vol12no4.pdf#page=30	"New Historical Marker Installed in Portland, Oregon Park," November 1986, Vol.12 No. 4, Page 30.	t:Chuinard
OPEN	/wpo/pdf/vol13no1.pdf#page=18	"'Frenchy' Chuinard Home After Heart Surgery," February 1987, Vol.13 No. 1, Page 18.	t:Chuinard
OPEN	/wpo/pdf/vol13no2.pdf#page=4	Robert A. Saindon, "Old Menard," May 1987, Vol.13 No. 2, Page 4.	t:assassin
OPEN	/wpo/pdf/vol13no2.pdf#page=28	"Chuinard collection given to L&C College," May 1987, Vol.13 No. 2, Page 28.	t:Chuinard
OPEN	/wpo/pdf/vol13no2.pdf#page=31	E.G. 'Frenchy' Chuinard, "Dr. Chuinard expresses gratitude (Letter)," May 1987, Vol.13 No. 2, Page 31.	a:Chuinard,t:Chuinard
OPEN	/wpo/pdf/vol13no3.pdf#page=20	E.G. 'Frenchy' Chuinard, "A Bowl of Friendship," August 1987, Vol.13 No. 3, Page 20.	a:Chuinard,t:Chuinard
OPEN	/wpo/pdf/vol13no3.pdf#page=38	Hal Stearns, "Out West-An American Journey (Book Review)," August 1987, Vol.13 No. 3, Page 38.	t:Chuinard
OPEN	/wpo/pdf/vol13no4.pdf#page=10	Dwight Garrison, "Lewis is Not Alone," November 1987, Vol.13 No. 4, Page 10.	t:Chuinard,t:Grinder
OPEN	/wpo/pdf/vol13no4.pdf#page=15	Roy D. Craft, "Monument honors two historic trails," November 1987, Vol.13 No. 4, Page 15.	t:Chuinard
OPEN	/wpo/pdf/vol13no4.pdf#page=27	"The Oregon Puppet Theatre's Lewis & Clark Explore the West," November 1987, Vol.13 No. 4, Page 27.	t:Chuinard
OPEN	/wpo/pdf/vol14no1.pdf#page=10	E.G. 'Frenchy' Chuinard, "Fincastle - Santillane and William and Judith Clark," February 1988, Vol.14 No. 1, Page 10.	a:Chuinard,t:Chuinard
OPEN	/wpo/pdf/vol14no1.pdf#page=27	Robert E. Lange, "A review of FAR HORIZONS Which Way to the 'Corner Mailbox'?," February 1988, Vol.14 No. 1, Page 27.	t:Chuinard
OPEN	/wpo/pdf/vol14no1.pdf#page=30	"'Only One Man Died' in third printing," February 1988, Vol.14 No. 1, Page 30.	t:Chuinard
OPEN	/wpo/pdf/vol14no2.pdf#page=29	Harold B. Billian, "Paul Russell Cutright (Obituary)," May 1988, Vol.14 No. 2, Page 29.	t:Chuinard
OPEN	/wpo/pdf/vol14no3.pdf#page=14	Arlen J. Large, "The Clark - Sacagawea affair: a literary evolution," August 1988, Vol.14 No. 3, Page 14.	t:Vardis
OPEN	/wpo/pdf/vol14no3.pdf#page=20	"History Students Prepare Original Source Display for Throckmorton Memorial Lecture," August 1988, Vol.14 No. 3, Page 20.	t:Chuinard
OPEN	/wpo/pdf/vol14no4.pdf#page=28	"Oregon L&C Pageant Called 'Big Success': Profits to Aid Future L&C Interpretation," November 1988, Vol.14 No. 4, Page 28.	t:Chuinard
OPEN	/wpo/pdf/vol15no1.pdf#page=12	E.G. 'Frenchy' Chuinard, "Lewis and Clark: Master Masons," February 1989, Vol.15 No. 1, Page 12.	a:Chuinard
OPEN	/wpo/pdf/vol15no1.pdf#page=14	E.G. 'Frenchy' Chuinard, "The Pillars of Jefferson: A Masonic View of Three Place Names," February 1989, Vol.15 No. 1, Page 14.	a:Chuinard
OPEN	/wpo/pdf/vol15no1.pdf#page=15	E.G. 'Frenchy' Chuinard, "Masons Pay Tribute to Lewis and Clark," February 1989, Vol.15 No. 1, Page 15.	a:Chuinard
OPEN	/wpo/pdf/vol15no1.pdf#page=16	E.G. 'Frenchy' Chuinard, "The Masonic Apron of Meriwether Lewis," February 1989, Vol.15 No. 1, Page 16.	a:Chuinard
OPEN	/wpo/pdf/vol15no1.pdf#page=28	"Clark Clark Monument Dedicated at University of Portland: Monument Receives NHT Certification," February 1989, Vol.15 No. 1, Page 28.	t:Chuinard
OPEN	/wpo/pdf/vol15no1.pdf#page=30	"Santillane Chapter Formed," February 1989, Vol.15 No. 1, Page 30.	t:Chuinard
OPEN	/wpo/pdf/vol15no2.pdf#page=26	"Lewis and Clark Musical," May 1989, Vol.15 No. 2, Page 26.	t:suicide
OPEN	/wpo/pdf/vol15no3.pdf#page=4	Robert R. Hunt, "Crime and Punishment on the Lewis and Clark Expedition Part 2," August 1989, Vol.15 No. 3, Page 4.	t:Chuinard
OPEN	/wpo/pdf/vol15no3.pdf#page=12	Arlen J. Large, "Lewis and Clark Under Cover," August 1989, Vol.15 No. 3, Page 12.	t:Wilkinson
OPEN	/wpo/pdf/vol15no4.pdf#page=26	"Lewis and Clark Alive and Well in Brooklyn," November 1989, Vol.15 No. 4, Page 26.	t:suicide
OPEN	/wpo/pdf/vol16no2.pdf#page=22	E.G. 'Frenchy' Chuinard, "A Return to Historic Virginia," May 1990, Vol.16 No. 2, Page 22.	a:Chuinard
OPEN	/wpo/pdf/vol16no2.pdf#page=25	"Another Meriwether Lewis Masonic Apron," May 1990, Vol.16 No. 2, Page 25.	t:Chuinard
OPEN	/wpo/pdf/vol16no3.pdf#page=12	Arlen J. Large, "Pompeys Pillar: Should mere Fragments of Facts Become a 'General' Conclusion?," August 1990, Vol.16 No. 3, Page 12.	t:assassin
OPEN	/wpo/pdf/vol16no3.pdf#page=24	John Milton, "Trail, by Louis Charbonneau (Book Review)," August 1990, Vol.16 No. 3, Page 24.	t:Vardis
OPEN	/wpo/pdf/vol16no4.pdf#page=2	Robert K. Doerk, Jr., "Message from President Doerk," November 1990, Vol.16 No. 4, Page 2.	t:Chuinard
OPEN	/wpo/pdf/vol16no4.pdf#page=4	Arlen J. Large, "The Humboldt Connection," November 1990, Vol.16 No. 4, Page 4.	t:Wilkinson
OPEN	/wpo/pdf/vol16no4.pdf#page=13	Carol Lynn MacGregor, "The Role of the Gass journal," November 1990, Vol.16 No. 4, Page 13.	t:Vardis
OPEN	/wpo/pdf/vol16no4.pdf#page=26	A. S. Long, "Reflections on a Place Called Grinder's Stand: A Tennessean Remembers," November 1990, Vol.16 No. 4, Page 26.	t:Grinder
OPEN	/wpo/pdf/vol16no4.pdf#page=30	"Increases in Printing and Distribution Costs Causes Price Adjustments for Foundation Publications," November 1990, Vol.16 No. 4, Page 30.	t:Chuinard
OPEN	/wpo/pdf/vol17no1.pdf#page=12	Arlen J. Large, "Expedition Aftermath : The Jawbone Journals," February 1991, Vol.17 No. 1, Page 12.	t:Wilkinson,t:suicide
OPEN	/wpo/pdf/vol17no1.pdf#page=26	Allen G. Breed, "Letters Give Insight to Lewis and Clark," February 1991, Vol.17 No. 1, Page 26.	t:suicide
OPEN	/wpo/pdf/vol17no2.pdf#page=4	James J. Holmberg, "LCTHF Annual Meeting Promises Exciting and Informative Speakers," May 1991, Vol.17 No. 2, Page 4.	a:Holmberg
OPEN	/wpo/pdf/vol17no2.pdf#page=7	James J. Holmberg, "From a Chance Meeting," May 1991, Vol.17 No. 2, Page 7.	a:Holmberg
OPEN	/wpo/pdf/vol17no3.pdf#page=2	Robert K. Doerk, "Message from President Doerk," August 1991, Vol.17 No. 3, Page 2.	t:Chuinard
OPEN	/wpo/pdf/vol17no3.pdf#page=3	Martin Erickson, "From the Editor's Desk," August 1991, Vol.17 No. 3, Page 3.	t:Chuinard
OPEN	/wpo/pdf/vol17no3.pdf#page=3	"On the Cover," August 1991, Vol.17 No. 3, Page 3.	t:Chuinard
OPEN	/wpo/pdf/vol17no3.pdf#page=4	E.G. 'Frenchy' Chuinard, "How Did Meriwether Lewis Die? It was Murder (Part 1 of 3)," August 1991, Vol.17 No. 3, Page 4.	a:Chuinard,t:Alexander Wilson,t:Grinder,t:Neelly,t:Phelps,t:assassin,t:suicide,ti:murder
OPEN	/wpo/pdf/vol17no3.pdf#page=19	Robert R. Hunt, "Gills and Drams of Consolidation: Ardent Spirits on the Lewis and Clark Expedition (Part 1)," August 1991, Vol.17 No. 3, Page 19.	t:Chuinard
OPEN	/wpo/pdf/vol17no4.pdf#page=4	E.G. 'Frenchy' Chuinard, "How Did Meriwether Lewis Die? It was Murder (Part 2 of 3)," November 1991, Vol.17 No. 4, Page 4.	a:Chuinard,t:Chuinard,t:Gilbert Russell,t:Grinder,t:Neelly,t:Pernier,t:Phelps,t:Vardis,t:suicide,ti:murder
OPEN	/wpo/pdf/vol17no4.pdf#page=11	Robert R. Hunt, "Gills and Drams of Consolidation: Ardent Spirits on the Lewis and Clark Expedition (Part 2)," November 1991, Vol.17 No. 4, Page 11.	t:Chuinard,t:suicide
OPEN	/wpo/pdf/vol17no4.pdf#page=28	Irving W. Anderson, "Robert Ernest Lange (Obituary)," November 1991, Vol.17 No. 4, Page 28.	t:Chuinard
OPEN	/wpo/pdf/vol18no1.pdf#page=3	Martin Erickson, "From the Editor's Desk," January 1992, Vol.18 No. 1, Page 3.	t:Chuinard
OPEN	/wpo/pdf/vol18no1.pdf#page=4	E.G. 'Frenchy' Chuinard, "How Did Meriwether Lewis Die? It was Murder (Part 3 of 3)," January 1992, Vol.18 No. 1, Page 4.	a:Chuinard,t:Chuinard,t:Gilbert Russell,t:Grinder,t:Neelly,t:Pernier,t:Phelps,t:Vardis,t:suicide,ti:murder
OPEN	/wpo/pdf/vol18no1.pdf#page=7	E.G. 'Frenchy' Chuinard, "Vardis Fisher," January 1992, Vol.18 No. 1, Page 7.	a:Chuinard,t:Grinder,t:Neelly,t:Vardis,t:suicide
OPEN	/wpo/pdf/vol18no1.pdf#page=9	E.G. 'Frenchy' Chuinard, "Malaria," January 1992, Vol.18 No. 1, Page 9.	a:Chuinard
OPEN	/wpo/pdf/vol18no2.pdf#page=3	Ron Cowan, "Exploring the West," May 1992, Vol.18 No. 2, Page 3.	t:suicide
OPEN	/wpo/pdf/vol18no2.pdf#page=4	Robert R. Hunt, "The Blood Meal: Mosquitos and Augues on the Lewis & Clark Expedition (Part I)," May 1992, Vol.18 No. 2, Page 4.	t:Chuinard
OPEN	/wpo/pdf/vol18no3.pdf#page=4	Robert R. Hunt, "The Blood Meal: Mosquitoes and Agues on the Lewis & Clark Expedition (Part II)," August 1992, Vol.18 No. 3, Page 4.	t:Chuinard
OPEN	/wpo/pdf/vol18no4.pdf#page=4	James J. Holmberg, "'I Wish You to See & Know All.' The Recently Discovered Letters of William Clark to Jonathan Clark," November 1992, Vol.18 No. 4, Page 4.	a:Holmberg,t:Gilbert Russell,t:Grinder,t:Pernier,t:Phelps,t:suicide
OPEN	/wpo/pdf/vol18no4.pdf#page=18	Frank Muhly, "New Treasures in Old Depositories (Philadelphia)," November 1992, Vol.18 No. 4, Page 18.	t:Alexander Wilson
OPEN	/wpo/pdf/vol18no4.pdf#page=27	Malcolm S. Buffum, "Jean H. Hallaux (Obituary)," November 1992, Vol.18 No. 4, Page 27.	t:Chuinard
OPEN	/wpo/pdf/vol19no2.pdf#page=3	Martin Erickson, "From the Editor's Desk," May 1993, Vol.19 No. 2, Page 3.	t:Chuinard
OPEN	/wpo/pdf/vol19no2.pdf#page=24	Martin Plamondon II, "Doctor Eldon George (Frenchy) Chuinard (Obituary)," May 1993, Vol.19 No. 2, Page 24.	t:Chuinard
OPEN	/wpo/pdf/vol19no2.pdf#page=25	Barbara Roberts, "State of Oregon 1993 Thomas Jefferson Honored Citizen Posthumous Award," May 1993, Vol.19 No. 2, Page 25.	t:Chuinard
OPEN	/wpo/pdf/vol19no2.pdf#page=26	Martin Plamondon II, "Hazel Bain (Obituary)," May 1993, Vol.19 No. 2, Page 26.	t:Chuinard
OPEN	/wpo/pdf/vol19no2.pdf#page=28	"Lewis & Clark Fellow & Memorial Donors," May 1993, Vol.19 No. 2, Page 28.	t:Chuinard
OPEN	/wpo/pdf/vol19no3.pdf#page=26	"Vardis Fisher's Suicide or Murder Book Reprinted," August 1993, Vol.19 No. 3, Page 26.	t:suicide,ti:murder,ti:suicide
OPEN	/wpo/pdf/vol20no1.pdf#page=11	Frances H. Stadler, "St. Louis in 1804," February 1994, Vol.20 No. 1, Page 11.	t:Wilkinson
OPEN	/wpo/pdf/vol20no1.pdf#page=20	Ruth Frick, "John Colter: R.I.P," February 1994, Vol.20 No. 1, Page 20.	t:Wilkinson
OPEN	/wpo/pdf/vol20no2.pdf#page=14	"Speaker May Dispute Chuinard Medical Conclusions," May 1994, Vol.20 No. 2, Page 14.	t:Chuinard
OPEN	/wpo/pdf/vol20no2.pdf#page=15	Linda Mizell, "Lewis & Clark and the American Bottom," May 1994, Vol.20 No. 2, Page 15.	t:assassin
OPEN	/wpo/pdf/vol20no2.pdf#page=20	Judith Edwards, "The Journals of the Lewis and Clark Expedition. Volume 8, June 10-September 25, 1806 (Book Review)," May 1994, Vol.20 No. 2, Page 20.	t:Wilkinson
OPEN	/wpo/pdf/vol20no2.pdf#page=22	Robert R. Hunt, "Acts of Discovery: Visions of America in the Lewis and Clark Journals (Book Review)," May 1994, Vol.20 No. 2, Page 22.	t:Chuinard,t:assassin
OPEN	/wpo/pdf/vol20no2.pdf#page=24	"'The Binghams of Louisville' Author Chandler Dead at 56 (Obituary)," May 1994, Vol.20 No. 2, Page 24.	t:assassin
OPEN	/wpo/pdf/vol20no3.pdf#page=22	Bill Dietrich, "Doctor Backtracks on History to Settle Mystery of Explorer's Demise," August 1994, Vol.20 No. 3, Page 22.	t:Grinder,t:suicide
OPEN	/wpo/pdf/vol20no3.pdf#page=26	Sherri Nee, "Group to Discuss Death of Ivy's Meriwether Lewis," August 1994, Vol.20 No. 3, Page 26.	t:Starrs,t:exhum,t:suicide,ti:death
OPEN	/wpo/pdf/vol20no3.pdf#page=27	James J. Holmberg, "The Mysterious Death of Meriwether Lewis (Book Review)," August 1994, Vol.20 No. 3, Page 27.	a:Holmberg,t:Alexander Wilson,t:Grinder,t:Wilkinson,t:suicide,ti:death
OPEN	/wpo/pdf/vol20no3.pdf#page=28	Martin Erickson, "Lewis and Clark in Missouri (Book Review)," August 1994, Vol.20 No. 3, Page 28.	t:Chuinard
OPEN	/wpo/pdf/vol20no4.pdf#page=4	Robert R. Hunt, "Hoofbeats & Nightmares: a Horse Chronicle of the Lewis and Clark Expedition, Part 1," November 1994, Vol.20 No. 4, Page 4.	t:Grinder,t:Neelly
OPEN	/wpo/pdf/vol21no2.pdf#page=20	Joseph A. Mussulman, "My Boy Pomp: About That name," May 1995, Vol.21 No. 2, Page 20.	t:assassin
OPEN	/wpo/pdf/vol21no2.pdf#page=29	Martin Erickson, "News Update," May 1995, Vol.21 No. 2, Page 29.	t:Grinder,t:exhum,t:suicide
OPEN	/wpo/pdf/vol21no3.pdf#page=12	Arlen J. Large, "Lewis and Clark Meet the 'American Incognitum'," August 1995, Vol.21 No. 3, Page 12.	t:Grinder
OPEN	/wpo/pdf/vol21no3.pdf#page=26	Martin Erickson, "News Update," August 1995, Vol.21 No. 3, Page 26.	t:suicide
OPEN	/wpo/pdf/vol21no3.pdf#page=27	James J. Holmberg, "The Jefferson Consipiracies: A President's Role in the Assassination of Meriwether Lewis (Book Review)," August 1995, Vol.21 No. 3, Page 27.	a:Holmberg,t:Grinder,t:Pernier,t:Vardis,t:Wilkinson,t:assassin,t:suicide
OPEN	/wpo/pdf/vol21no4.pdf#page=20	Ann Rogers, "We Met Them at the Fair: Lewis and Clark Commemorated at the 1904 Louisiana Purchase Exposition-Part 2," November 1995, Vol.21 No. 4, Page 20.	t:Grinder,t:Neelly
OPEN	/wpo/pdf/vol22no2.pdf#page=26	Martin Erickson, "News Update," May 1996, Vol.22 No. 2, Page 26.	t:Starrs,t:exhum,t:suicide
OPEN	/wpo/pdf/vol22no2.pdf#page=29	Martin Erickson, "The Lewis and Clark Expedition (Book Review)," May 1996, Vol.22 No. 2, Page 29.	t:Chuinard
OPEN	/wpo/pdf/vol22no3.pdf#page=3	Martin Erickson, "From the Editor's Desk," August 1996, Vol.22 No. 3, Page 3.	t:coroner,t:suicide
OPEN	/wpo/pdf/vol22no3.pdf#page=4	James J. Holmberg, "Monument to a 'Young Man of Much Merit'," August 1996, Vol.22 No. 3, Page 4.	a:Holmberg,t:exhum
OPEN	/wpo/pdf/vol22no3.pdf#page=24	Martin Erickson, "News Update," August 1996, Vol.22 No. 3, Page 24.	t:assassin,t:coroner,t:exhum,t:suicide
OPEN	/wpo/pdf/vol22no4.pdf#page=3	Clyde G. 'Sid' Huggins, "President's Message," November 1996, Vol.22 No. 4, Page 3.	t:coroner,t:exhum
OPEN	/wpo/pdf/vol22no4.pdf#page=16	Robert Carriker, "The Traveling Seminar: Following Lewis and Clark on the Upper Missouri," November 1996, Vol.22 No. 4, Page 16.	t:assassin
OPEN	/wpo/pdf/vol22no4.pdf#page=24	Martin Erickson, "News Update," November 1996, Vol.22 No. 4, Page 24.	t:Starrs,t:exhum,t:suicide
OPEN	/wpo/pdf/vol22no4.pdf#page=29	Larry Janoff, "Artist Opposes Digging Up Lewis Grave (Letter)," November 1996, Vol.22 No. 4, Page 29.	t:Grinder,t:Starrs,t:Vardis,t:exhum,t:suicide
OPEN	/wpo/pdf/vol23no3.pdf#page=4	Dayton Duncan, "What the Lewis and Clark Expedition Means to America," August 1997, Vol.23 No. 3, Page 4.	t:Grinder
OPEN	/wpo/pdf/vol23no3.pdf#page=14	Arlen J. Large, "Captain Lewis Gets a Haircut," August 1997, Vol.23 No. 3, Page 14.	t:Wilkinson
OPEN	/wpo/pdf/vol23no4.pdf#page=22	Martin Erickson, "News Update," November 1997, Vol.23 No. 4, Page 24.	t:suicide
OPEN	/wpo/pdf/vol24no1.pdf#page=22	Martin Erickson, "News Update," February 1998, Vol.24 No. 1, Page 22.	t:Grinder,t:Starrs,t:assassin,t:exhum,t:suicide
OPEN	/wpo/pdf/vol24no2.pdf#page=4	John D.W. Guice, "'A Fatal Rendezvous': the Mysterious Death of Meriwether Lewis," May 1998, Vol.24 No. 2, Page 4.	a:Guice,t:Alexander Wilson,t:Chuinard,t:Grinder,t:Neelly,t:Pernier,t:Phelps,t:Vardis,t:Wilkinson,t:assassin,t:coroner,t:suicide,ti:death
OPEN	/wpo/pdf/vol24no2.pdf#page=18	Donald Jackson, "Thomas Jefferson and the Pacific Northwest," May 1998, Vol.24 No. 2, Page 18.	a:Jackson
OPEN	/wpo/pdf/vol24no2.pdf#page=24	"Fritzi G. Chuinard (Obituary)," May 1998, Vol.24 No. 2, Page 24.	t:Chuinard
OPEN	/wpo/pdf/vol24no3.pdf#page=28	Nancy M. Davis, "Andrew Ellicott: Astonomer...Mathematician...Surveyor," August 1998, Vol.24 No. 3, Page 28.	t:Wilkinson
OPEN	/wpo/pdf/vol24no4.pdf#page=28	James J. Holmberg, "'This report has vexed me a little': William Clark reports of an affair of honor," November 1998, Vol.24 No. 4, Page 28.	a:Holmberg
OPEN	/wpo/pdf/vol24no4.pdf#page=32	Martin Erickson, "News Update," November 1998, Vol.24 No. 4, Page 32.	t:suicide
OPEN	/wpo/pdf/vol24no4.pdf#page=38	"WPO Feature Articles Editor Seeks Information," November 1998, Vol.24 No. 4, Page 38.	t:Chuinard
OPEN	/wpo/pdf/vol25no1.pdf#page=6	James J. Holmberg, "The 'New' William Clark Letters," February 1999, Vol.25 No. 1, Page 6.	a:Holmberg,t:suicide
OPEN	/wpo/pdf/vol25no1.pdf#page=25	Clay S. Jenkinson, "10 Reasons Why North Dakota Is Important in the History of the Lewis and Clark Expedition," February 1999, Vol.25 No. 1, Page 25.	t:suicide
OPEN	/wpo/pdf/vol25no1.pdf#page=34	Irving W. Anderson, "The Truth About Sacajawea," February 1999, Vol.25 No. 1, Page 34.	t:Chuinard
OPEN	/wpo/pdf/vol25no2.pdf#page=30	"News Update," May 1999, Vol.25 No. 2, Page 30.	t:Starrs,t:suicide
OPEN	/wpo/pdf/vol25no3.pdf#page=6	Robert R. Hunt, "Luck or Providence? Narrow Escapes on the Lewis and Clark Expedition," August 1999, Vol.25 No. 3, Page 6.	t:Chuinard,t:assassin
OPEN	/wpo/pdf/vol25no4.pdf#page=16	Jo Ann (Brown) Trogdon, "George Drouillard and Fort Massac," November 1999, Vol.25 No. 4, Page 16.	t:Wilkinson
OPEN	/wpo/pdf/vol25no4.pdf#page=19	"Addicted to Lewis and Clark," November 1999, Vol.25 No. 4, Page 19.	t:Chuinard
OPEN	/wpo/pdf/vol26no1.pdf#page=4	James J. Holmberg, "'Drive On': Changes for WPO," February 2000, Vol.26 No. 1, Page 2.	a:Holmberg
OPEN	/wpo/pdf/vol26no1.pdf#page=9	James J. Holmberg, "Seaman's Fate? Lewis's dog probably survived him," February 2000, Vol.26 No. 1, Page 7.	a:Holmberg,t:Grinder
OPEN	/wpo/pdf/vol26no1.pdf#page=13	Robert J. Moore, Jr., "Pompey's Baptism: The christening of Jean Baptiste Charbonneau," February 2000, Vol.26 No. 1, Page 11.	t:Grinder
OPEN	/wpo/pdf/vol26no1.pdf#page=31	James J. Holmberg, "The Meriwether Lewis Murder by Malcolm Shuman (Book Review)," February 2000, Vol.26 No. 1, Page 29.	a:Holmberg,t:Neelly,t:Wilkinson,t:suicide,ti:murder
OPEN	/wpo/pdf/vol26no2.pdf#page=3	Dean Norman, "Seaman's fate (Letter)," May 2000, Vol.26 No. 2, Page 2.	t:Grinder
OPEN	/wpo/pdf/vol26no2.pdf#page=6	Robert J. Moore, Jr., "Corps of Discovery Gravesites: Only 12 are known for sure-let's find the others!," May 2000, Vol.26 No. 2, Page 5.	t:suicide
OPEN	/wpo/pdf/vol26no3.pdf#page=4	John D. W. Guice, "Seaman's fate (Letter)," August 2000, Vol.26 No. 3, Page 3.	a:Guice,t:Grinder
OPEN	/wpo/pdf/vol26no3.pdf#page=4	Malcolm K. Shuman and James Alexander Thom, "Fiction Reviews (Letters)," August 2000, Vol.26 No. 3, Page 3.	t:assassin,t:suicide
OPEN	/wpo/pdf/vol26no3.pdf#page=8	"Skinner joins Foundation staff as librarian," August 2000, Vol.26 No. 3, Page 7.	t:Chuinard
OPEN	/wpo/pdf/vol26no3.pdf#page=9	James J. Holmberg, "'A Man of Much Merit': George Drouillard went down fighting in the country he loved," August 2000, Vol.26 No. 3, Page 8.	a:Holmberg
OPEN	/wpo/pdf/vol26no3.pdf#page=14	Robert R. Hunt, "Matches and Magic: Just how did the Corps of Discovery make fire?," August 2000, Vol.26 No. 3, Page 13.	t:Chuinard
OPEN	/wpo/pdf/vol26no3.pdf#page=34	Jay Rasmussen, "In the works: a new version of Riversong," August 2000, Vol.26 No. 3, Page 33.	t:Grinder
OPEN	/wpo/pdf/vol27no1.pdf#page=9	Jay H. Buckley, "The Price of Used Paper: How a treasure trove of William Clark documents was rescued from the scrap heap," February 2001, Vol.27 No. 1, Page 7.	a:Buckley
OPEN	/wpo/pdf/vol27no1.pdf#page=12	Robert R. Hunt, "For Whom the Guns Sounded: Sgt. Floyd's Funeral Revisited," February 2001, Vol.27 No. 1, Page 10.	t:Chuinard,t:exhum
OPEN	/wpo/pdf/vol27no2.pdf#page=36	Dennis M. O'Connell, "Clay Jenkinson's multifaceted view of Meriwether Lewis (Book Review)," May 2001, Vol.27 No. 2, Page 34.	t:Grinder,t:suicide
OPEN	/wpo/pdf/vol27no3.pdf#page=13	James J. Holmberg, "Getting the Word Out: New evidence suggests it was Patrick Gass who carried William Clark's letter reporting on the expedition's return," August 2001, Vol.27 No. 3, Page 12.	a:Holmberg
OPEN	/wpo/pdf/vol27no3.pdf#page=16	James J. Holmberg, "Patrick Gass's letters to Lyman Draper," August 2001, Vol.27 No. 3, Page 15.	a:Holmberg
OPEN	/wpo/pdf/vol27no3.pdf#page=20	Robert J. Moore, Jr., "Company Books: What they tell us about the Corps of Discovery," August 2001, Vol.27 No. 3, Page 19.	t:Wilkinson
OPEN	/wpo/pdf/vol27no3.pdf#page=37	Skip Jackson, "A Lewis & Clark Symphony? Beethoven's Third resonates with the sound of the Corps of Discovery," August 2001, Vol.27 No. 3, Page 36.	a:Jackson
OPEN	/wpo/pdf/vol27no4.pdf#page=4	John D.W. Guice, "Interpreting the character of Meriwether Lewis (Letter)," November 2001, Vol.27 No. 4, Page 2.	a:Guice,t:exhum,t:suicide
OPEN	/wpo/pdf/vol28no1.pdf#page=1	"On the cover," February 2002, Vol.28 No. 1, Page 0.	t:Grinder,t:assassin,t:suicide
OPEN	/wpo/pdf/vol28no1.pdf#page=4	Robert C. Haraden, Mark Chalkley, Clay S. Jenkinson, Glen Kirkpatrick, "Meriwether Lewis, R.I.P. (4 Letters)," February 2002, Vol.28 No. 1, Page 2.	t:exhum,t:suicide
OPEN	/wpo/pdf/vol28no1.pdf#page=7	Jane Lewis Sale Henley, "What will be the Foundation's bicentennial legacy? (President's Message)," February 2002, Vol.28 No. 1, Page 5.	t:Grinder
OPEN	/wpo/pdf/vol28no1.pdf#page=8	James J. Holmberg, "Mark your calendars for this year's annual meeting at the Falls of the Ohio," February 2002, Vol.28 No. 1, Page 6.	a:Holmberg
