# We Proceeded On (Lewis and Clark Trail Heritage Foundation quarterly) — index of items whose article text/title/author matched death-related search terms, built 2026-09-14 from the WPO search engine at https://lewisandclark.org/search-wpo/ (POST search1=<term>&type1=<Article Text|Article Titles|Authors>).
# Columns: status (OPEN = PDF online at https://lewisandclark.org<href>; PRINT = issue younger than one year, print only) | href | citation as given by the index | search terms that matched (t:=article text, ti:=title, a:=author)
status	href	citation	matched_terms
OPEN	/wpo/pdf/vol38no2.pdf#page=8	Ellie McClure, Larry Mcclure, and Jay H. Buckley, "Governance and Headquarters Location," May 2012, Vol.38 No. 2, Page 7.	a:Buckley
OPEN	/wpo/pdf/vol38no2.pdf#page=21	Tony L. Turnbow, "The Man Who Abandoned Meriwether Lewis," May 2012, Vol.38 No. 2, Page 20.	a:Turnbow,t:Gilbert Russell,t:Grinder,t:Neelly,t:Phelps,t:Wilkinson,t:coroner,t:suicide
OPEN	/wpo/pdf/vol38no2.pdf#page=33	Clay S. Jenkinson, "Uncovering the Truth about Meriwether Lewis (Book Review)," May 2012, Vol.38 No. 2, Page 32.	t:Alexander Wilson,t:Gilbert Russell,t:Grinder,t:Neelly,t:suicide
OPEN	/wpo/pdf/vol38no2.pdf#page=37	James J. Holmberg, "Lewis and Clark at the Falls of the Ohio," May 2012, Vol.38 No. 2, Page 36.	a:Holmberg
OPEN	/wpo/pdf/vol38no3.pdf#page=3	Jay H. Buckley, "In Peace and Good Friendship," August 2012, Vol.38 No. 3, Page 2.	a:Buckley
OPEN	/wpo/pdf/vol38no3.pdf#page=26	Barbara Kubik, "Sacagawea Primer: A Bibliography," August 2012, Vol.38 No. 3, Page 25.	t:Chuinard
OPEN	/wpo/pdf/vol38no3.pdf#page=29	Greg Gordon, "The Character of Meriwether Lewis: Explorer in the Wilderness (Book Review)," August 2012, Vol.38 No. 3, Page 28.	t:suicide
OPEN	/wpo/pdf/vol38no4.pdf#page=3	Dan C.D. Sturdevant, "What a thrill to be president of this organization (President's Message)," November 2012, Vol.38 No. 4, Page 2.	t:suicide
OPEN	/wpo/pdf/vol38no4.pdf#page=9	John C. Jackson, "Reuben Lewis: Fur Trader, Subagent, and Meriwether's Younger Brother," November 2012, Vol.38 No. 4, Page 8.	a:Jackson,t:Pernier,t:Wilkinson
OPEN	/wpo/pdf/vol38no4.pdf#page=19	John Danisi and Thomas C. Danasi, "Uncovering Jefferson's Account of Lewis's Mysterious Death," November 2012, Vol.38 No. 4, Page 18.	a:Danisi,t:Alexander Wilson,t:Gilbert Russell,t:Grinder,t:Neelly,t:Pernier,t:suicide,ti:death
OPEN	/wpo/pdf/vol38no4.pdf#page=31	W. R. Swagerty, "Zebulon Pike, Thomas Jefferson, and the Opening of the American West by Jay H. Buckley (Book Review)," November 2012, Vol.38 No. 4, Page 30.	t:Wilkinson
OPEN	/wpo/pdf/vol39no1.pdf#page=7	Thomas C. Danisi, "Was Lewis at Chickasaw Agency? (Letter)," February 2013, Vol.39 No. 1, Page 5.	a:Danisi,t:Grinder,t:Neelly
OPEN	/wpo/pdf/vol39no1.pdf#page=29	R.T. Ravenholt, "The Death of Sergeant Charles Floyd: Was it the Water or the Cure?," February 2013, Vol.39 No. 1, Page 27.	ti:death
OPEN	/wpo/pdf/vol39no2.pdf#page=5	John P. (Jack) Young, "Lewis Suicide Theory Challenged (Letter)," May 2013, Vol.39 No. 2, Page 4.	t:Gilbert Russell,t:Grinder,t:Neelly,t:Starrs,t:Wilkinson,ti:suicide
OPEN	/wpo/pdf/vol39no2.pdf#page=5	Thomas C. Danisi, "Author Responds to Challenge (Letter)," May 2013, Vol.39 No. 2, Page 4.	a:Danisi,t:Neelly,t:Starrs,t:Wilkinson
OPEN	/wpo/pdf/vol39no2.pdf#page=9	Jay H. Buckley, "Short Tempers and Long Knives: Hostilities Between the Blackfeet Confederacy and American Fur Trappers from 1806 to 1840," May 2013, Vol.39 No. 2, Page 8.	a:Buckley
OPEN	/wpo/pdf/vol39no2.pdf#page=20	Barbara Kubik, "We Proceeded On: A look back at the creation and early years of our historical journal," May 2013, Vol.39 No. 2, Page 19.	t:Chuinard
OPEN	/wpo/pdf/vol39no2.pdf#page=26	Jay H. Buckley, "William Clark: Reflections on His Interactions with Family, Native Nations, and Landscapes," May 2013, Vol.39 No. 2, Page 25.	a:Buckley
OPEN	/wpo/pdf/vol39no3.pdf#page=4	Dan C.D. Sturdevant, "Making Lewis and Clark Proud (President's Message)," August 2013, Vol.39 No. 3, Page 2.	t:Chuinard
OPEN	/wpo/pdf/vol39no3.pdf#page=8	John D.W. Guice, "John Turnbow & Major James Neelly (Letter)," August 2013, Vol.39 No. 3, Page 6.	a:Guice,t:Alexander Wilson,t:Grinder,t:Neelly,t:Vardis,t:coroner,t:suicide
OPEN	/wpo/pdf/vol39no3.pdf#page=8	Robert Clark, "The Death of Lewis Redux," August 2013, Vol.39 No. 3, Page 6.	ti:death
OPEN	/wpo/pdf/vol39no3.pdf#page=9	Dan Bartley, "A Man's Reputation (Letter)," August 2013, Vol.39 No. 3, Page 7.	t:suicide
OPEN	/wpo/pdf/vol39no3.pdf#page=10	Michael Crosby, "Hypochondriac Affections (Letter)," August 2013, Vol.39 No. 3, Page 8.	t:Grinder,t:Neelly,t:Pernier,t:coroner,t:suicide
OPEN	/wpo/pdf/vol39no3.pdf#page=17	David J. Peck, "Facts are stubborn things' (Letter)," August 2013, Vol.39 No. 3, Page 15.	a:Peck,t:Neelly,t:suicide
OPEN	/wpo/pdf/vol39no3.pdf#page=34	"From the new editorial staff," August 2013, Vol.39 No. 3, Page 32.	t:Chuinard
OPEN	/wpo/pdf/vol39no4.pdf#page=12	Kira Gale, "To the Editor (Letter)," November 2013, Vol.39 No. 4, Page 10.	a:Gale,t:Chuinard,t:Starrs,t:Wilkinson,t:assassin,t:coroner,t:exhum,t:suicide
OPEN	/wpo/pdf/vol39no4.pdf#page=12	Jay H. Buckley, "A reply from Jay Buckley, author of the article (Letter)," November 2013, Vol.39 No. 4, Page 10.	a:Buckley
OPEN	/wpo/pdf/vol40no2.pdf#page=9	"Dear Margaret (Letter to the President)," May 2014, Vol.40 No. 2, Page 7.	t:Neelly,t:Vardis,t:suicide
OPEN	/wpo/pdf/vol40no2.pdf#page=26	Timothy Forrest Coulter, "Discovering John Colter: New Research on His Family and His Death," May 2014, Vol.40 No. 2, Page 25.	ti:death
OPEN	/wpo/pdf/vol40no3.pdf#page=4	Margaret Gorski, "A Message from the President," August 2014, Vol.40 No. 3, Page 2.	t:suicide
OPEN	/wpo/pdf/vol40no3.pdf#page=5	Alex Beecher, "Andra Watkins, L&C novelist, hikes the Natchez Trace," August 2014, Vol.40 No. 3, Page 3.	t:Grinder,t:Wilkinson
OPEN	/wpo/pdf/vol40no4.pdf#page=9	Evelyn L. Orr, John W. Jengo, and Michael Carrick, "Letters," November 2014, Vol.40 No. 4, Page 7.	t:suicide
OPEN	/wpo/pdf/vol40no4.pdf#page=11	Thomas C. Danisi, "The Real James Neelly: Meriwether Lewis's Caretaker," November 2014, Vol.40 No. 4, Page 9.	a:Danisi,t:Gilbert Russell,t:Grinder,t:Neelly
OPEN	/wpo/pdf/vol41no1.pdf#page=7	William Benemann, "My Friend and Companion: The Intimate Journey of Lewis and Clark (Part One)," February 2015, Vol.41 No. 1, Page 5.	t:exhum
OPEN	/wpo/pdf/vol41no2.pdf#page=7	Tony L. Turnbow, "Turnbow response to 'The Real James Neelly' (Letter)," May 2015, Vol.41 No. 2, Page 5.	a:Turnbow,t:Grinder,t:Neelly,t:Phelps
OPEN	/wpo/pdf/vol41no2.pdf#page=29	William Benemann, "My Friend and Companion: The Intimate Journey of Lewis and Clark (Part Two)," May 2015, Vol.41 No. 2, Page 27.	t:Gilbert Russell,t:Grinder,t:Neelly,t:Pernier,t:Phelps,t:Vardis,t:suicide
OPEN	/wpo/pdf/vol41no3.pdf#page=9	J. I. Merritt, "To the editor (Letter)," August 2015, Vol.41 No. 3, Page 7.	t:suicide
OPEN	/wpo/pdf/vol41no3.pdf#page=11	Yvonne P. Divak, "Dear editor (letter)," August 2015, Vol.41 No. 3, Page 9.	t:Grinder
OPEN	/wpo/pdf/vol41no3.pdf#page=17	John C. Jackson, "Updating William Clark's 'Error of the Southwest'," August 2015, Vol.41 No. 3, Page 15.	a:Jackson,t:Wilkinson
OPEN	/wpo/pdf/vol41no3.pdf#page=35	Louis Ritten, "The Natchez Trace and Andrew Jackson, 1815," August 2015, Vol.41 No. 3, Page 33.	t:Grinder
OPEN	/wpo/pdf/vol41no4.pdf#page=10	John W. Jengo, "After the Deluge: Flood Basalts, Glacial Torrents, and Lewis and Clark's 'Swelling, boiling & whorling' River Route to the Pacific (Part 2: The Columbia Gorge)," November 2015, Vol.41 No. 4, Page 8.	t:exhum
OPEN	/wpo/pdf/vol41no4.pdf#page=26	Jo Ann (Brown) Trogdon, "Five Mysteries from William Clark's 1798 Visit to New Orleans," November 2015, Vol.41 No. 4, Page 24.	t:Wilkinson
OPEN	/wpo/pdf/vol42no1.pdf#page=12	Mary Conrad, Kira Gale, Jeff Havens, David L. Nicandri, and Norm Mundhenk, "Letters," February 2016, Vol.42 No. 1, Page 10.	a:Gale,t:Wilkinson,t:assassin
OPEN	/wpo/pdf/vol42no1.pdf#page=35	John D.W. Guice, "Meriwether Lewis, The Assassination of an American Hero and the Silver Mines of Mexico (Book Review)," February 2016, Vol.42 No. 1, Page 29.	a:Guice,t:Grinder,t:Neelly,t:Wilkinson,t:assassin,t:coroner,t:suicide
OPEN	/wpo/pdf/vol42no2.pdf#page=7	Keith E. Jones, "To the Editor (Letter)," May 2016, Vol.42 No. 2, Page 5.	t:suicide
OPEN	/wpo/pdf/vol42no2.pdf#page=30	Jay H. Buckley, "The Unknown Travels and Dubious Pursuits of William Clark (Book Review)," May 2016, Vol.42 No. 2, Page 28.	a:Buckley,t:Wilkinson
OPEN	/wpo/pdf/vol42no4.pdf#page=1	"On the cover," November 2016, Vol.42 No. 4, Page 0.	t:Grinder
OPEN	/wpo/pdf/vol42no4.pdf#page=7	Jo Ann (Brown) Trogdon, "An Author's Response (Letter)," November 2016, Vol.42 No. 4, Page 5.	t:Wilkinson
OPEN	/wpo/pdf/vol42no4.pdf#page=22	Kira Gale, "A Cold Case Mystery: Why Didn't Meriwether Lewis's Two Best Friends Investigate His Death?," November 2016, Vol.42 No. 4, Page 20.	a:Gale,t:Grinder,t:Neelly,t:Pernier,t:Runion,t:Wilkinson,t:assassin,t:coroner,t:suicide,ti:death
OPEN	/wpo/pdf/vol43no2.pdf#page=26	John W. Fisher, "Baleen, Blubber, & Train Oil from Sacagawea's 'monstrous fish'," May 2017, Vol.43 No. 2, Page 24.	t:Wilkinson
OPEN	/wpo/pdf/vol43no3.pdf#page=9	Clay S. Jenkinson, "Greetings from the New Editor," August 2017, Vol.43 No. 3, Page 7.	t:Grinder,t:suicide
OPEN	/wpo/pdf/vol43no3.pdf#page=12	David L. Nicandri, "Pure Water: Meriwether Lewis's Homesickness at Fort Clatsop," August 2017, Vol.43 No. 3, Page 10.	t:suicide
OPEN	/wpo/pdf/vol43no3.pdf#page=29	Dan Bartley, "Dear Editor (Letter)," August 2017, Vol.43 No. 3, Page 29.	t:suicide
OPEN	/wpo/pdf/vol43no4.pdf#page=10	Jay H. Buckley, "William Clark's Impossible Task: The Sentimental Imperialist and the War of 1812," November 2017, Vol.43 No. 4, Page 8.	a:Buckley,t:Wilkinson
OPEN	/wpo/pdf/vol43no4.pdf#page=28	Clay S. Jenkinson, "Dr. Elliott West: Second of Two Parts (The WPO Interview)," November 2017, Vol.43 No. 4, Page 26.	t:Chuinard,t:Vardis,t:suicide
OPEN	/wpo/pdf/vol44no1.pdf#page=8	Larry E. Morris, "The War and the Corps: An Expedition Roster, 1812," February 2018, Vol.44 No. 1, Page 6.	t:Grinder,t:Vardis,t:suicide
OPEN	/wpo/pdf/vol44no1.pdf#page=23	Tracy Potter, "The War of 1812 on the Northern Plains," February 2018, Vol.44 No. 1, Page 17.	t:suicide
OPEN	/wpo/pdf/vol44no2.pdf#page=2	"A Very Special Issue of WPO," May 2018, Vol.44 No. 2, Page 0.	t:Wilkinson
OPEN	/wpo/pdf/vol44no2.pdf#page=22	"A Too Ne Timeline," May 2018, Vol.44 No. 2, Page 19.	t:Grinder
OPEN	/wpo/pdf/vol44no2.pdf#page=23	Clay S. Jenkinson, ""Maney Extroadenary Stories:" The Significance of the Arikara Too Ne's Map," May 2018, Vol.44 No. 2, Page 23.	t:Wilkinson
OPEN	/wpo/pdf/vol44no3.pdf#page=2	"This Issue of We Proceed On," August 2018, Vol.44 No. 3, Page 0.	t:Grinder,t:Wilkinson
OPEN	/wpo/pdf/vol44no3.pdf#page=7	David L. Nicandri, "The Study of Lewis and Clark: Where We Are Now and Where We Ought to Go Next (Essay)," August 2018, Vol.44 No. 3, Page 5.	t:suicide
OPEN	/wpo/pdf/vol44no3.pdf#page=22	Clay S. Jenkinson, "Scott Mandrell (Interview)," August 2018, Vol.44 No. 3, Page 20.	t:Grinder,t:Pernier,t:Wilkinson,t:assassin,t:suicide
OPEN	/wpo/pdf/vol44no3.pdf#page=34	James J. Holmberg, "The Lewis and Clark Expedition Day by Day (Book Review)," August 2018, Vol.44 No. 3, Page 32.	a:Holmberg
OPEN	/wpo/pdf/vol44no3.pdf#page=37	David L. Nicandri, "Bitterroot: The Life and Death of Meriwether Lewis (Book Review)," August 2018, Vol.44 No. 3, Page 35.	t:Gilbert Russell,t:Grinder,t:Vardis,t:Wilkinson,t:suicide,ti:death
OPEN	/wpo/pdf/vol44no3.pdf#page=42	Larry McClure, "Arrival at the Pacific: Object Achieved (Lewis and Clark Roundup)," August 2018, Vol.44 No. 3, Page 40.	t:Chuinard
OPEN	/wpo/pdf/vol45no1.pdf#page=5	Louis Ritten, "A Message from the President," February 2019, Vol.45 No. 1, Page 3.	t:Chuinard
OPEN	/wpo/pdf/vol45no1.pdf#page=10	Jay H. Buckley, "Gary E. Moulton's Lewis and Clark Odyssey," February 2019, Vol.45 No. 1, Page 8.	a:Buckley
OPEN	/wpo/pdf/vol45no1.pdf#page=20	Dan Sturdevant and Jay H. Buckley, "Spanish Attempts to Apprehend Lewis and Clark," February 2019, Vol.45 No. 1, Page 18.	a:Buckley,t:Wilkinson
OPEN	/wpo/pdf/vol45no2.pdf#page=10	Michael Loesch, Lorraine Loesch, and Paige Cruz, "Lewis and Clark on the Ohio River: Then and Now," May 2019, Vol.45 No. 2, Page 8.	t:Wilkinson
OPEN	/wpo/pdf/vol45no3.pdf#page=12	James J. Holmberg, "Into the Wilderness, from Pittsburgh," August 2019, Vol.45 No. 3, Page 10.	a:Holmberg
OPEN	/wpo/pdf/vol45no4.pdf#page=13	Arend Flick, "William Diven, the Jay Treaty, and the Court-Martial of Meriwether Lewis," November 2019, Vol.45 No. 4, Page 11.	t:Wilkinson
OPEN	/wpo/pdf/vol45no4.pdf#page=34	Timothy Strain, "Hardened to Hickory: The Missing Chapter in Andrew Jackson's Life (Book Review)," November 2019, Vol.45 No. 4, Page 32.	t:Wilkinson
OPEN	/wpo/pdf/vol45no4.pdf#page=37	Clay S. Jenkinson, "Re-Centering Meriwether Lewis in the Post-Bicetennial Era," November 2019, Vol.45 No. 4, Page 35.	t:assassin,t:suicide
OPEN	/wpo/pdf/vol46no1.pdf#page=7	Jackie Gonzales and Emily Greenwald, "Keepers of the Story, Stewards of the Trail: Fifty Years of the Lewis and Clark Trail Heritage Foundation," February 2020, Vol.46 No. 1, Page 5.	t:Chuinard
OPEN	/wpo/pdf/vol46no2.pdf#page=24	Jack Nisbet, "Travels of the Longitude Master: David Thompson in Western North America 1784-1812," May 2020, Vol.46 No. 2, Page 22.	t:Wilkinson
OPEN	/wpo/pdf/vol46no2.pdf#page=32	Jared Orsi, "Exact Contemporaries: Zebulan Pike's Expeditions in the American West," May 2020, Vol.46 No. 2, Page 30.	t:Wilkinson
OPEN	/wpo/pdf/vol46no3.pdf#page=13	Jay H. Buckley, "Exploring the Louisiana Purchase and its Borderlands: The Lewis and Clark, Hunter and Dunbar, Zebulon Pike, and Freeman and Custis Expeditions in Perspective," August 2020, Vol.46 No. 3, Page 11.	a:Buckley,t:Alexander Wilson,t:Wilkinson
OPEN	/wpo/pdf/vol46no4.pdf#page=7	James J. Holmberg, "The Man Behind the Icon: The Personal World of William Clark," November 2020, Vol.46 No. 4, Page 5.	a:Holmberg,t:suicide
OPEN	/wpo/pdf/vol46no4.pdf#page=16	Jay H. Buckley, "William Clark, the Fur Trade, and Indian Affairs," November 2020, Vol.46 No. 4, Page 14.	a:Buckley,t:Wilkinson
OPEN	/wpo/pdf/vol46no4.pdf#page=42	Steven Blake, "Julia Hancock and Harriet Kennerly Radford: Some Thoughts on the Two Mrs. Clarks," November 2020, Vol.46 No. 4, Page 40.	t:coroner
OPEN	/wpo/pdf/vol46no4.pdf#page=48	Jay H. Buckley, "Dreams of El Dorado: A History of the American West (Book Review)," November 2020, Vol.46 No. 4, Page 46.	a:Buckley
OPEN	/wpo/pdf/vol47no1.pdf#page=14	Jay H. Buckley, "Exploring the Louisiana Purchase and Its Borderlands, Part Two," February 2021, Vol.47 No. 1, Page 12.	a:Buckley,t:Wilkinson
OPEN	/wpo/pdf/vol47no1.pdf#page=25	Mark Wagner, "Bound to the Western Waters: Searching for Lewis and Clark at Fort Kaskaskia, Illinois," February 2021, Vol.47 No. 1, Page 23.	t:Wilkinson
OPEN	/wpo/pdf/vol47no2.pdf#page=2	Clay S. Jenkinson, "Fresh Eyes on What We Thought We Knew," May 2021, Vol.47 No. 2, Page 0.	t:assassin
OPEN	/wpo/pdf/vol47no2.pdf#page=3	"Covers," May 2021, Vol.47 No. 2, Page 1.	t:exhum
OPEN	/wpo/pdf/vol47no2.pdf#page=8	Cameron La Follette, "Sea Otters, Empire, and the Struggle for the Northwest Coast," May 2021, Vol.47 No. 2, Page 6.	t:Neelly
OPEN	/wpo/pdf/vol47no2.pdf#page=16	Arend Flick, "The Gilmer Daybook and the "Constitutional Disposition" of William Lewis," May 2021, Vol.47 No. 2, Page 14.	t:Chuinard,t:coroner,t:suicide
OPEN	/wpo/pdf/vol47no2.pdf#page=25	Clay S. Jenkinson, "Editor's Note: Excerpts from a letter by Charles Willson Peale to President Thomas Jefferson, October 11, 1801," May 2021, Vol.47 No. 2, Page 23.	t:Grinder
OPEN	/wpo/pdf/vol47no2.pdf#page=25	Stephanie Ambrose Tubbs, "Behind the Crimson Curtain: The Rise and Fall of Peale's Museum (Book Review)," May 2021, Vol.47 No. 2, Page 23.	t:exhum
OPEN	/wpo/pdf/vol47no2.pdf#page=31	Mike Jacobs, "Lakota America: A New History of Indigenous Power (Book Review)," May 2021, Vol.47 No. 2, Page 29.	t:assassin,t:suicide
OPEN	/wpo/pdf/vol47no3.pdf#page=2	"Camas By Any Other Name Would Smell as Sweet," August 2021, Vol.47 No. 3, Page 0.	t:assassin
OPEN	/wpo/pdf/vol47no3.pdf#page=23	James J. Holmberg, "William Clark, York and Slavery," August 2021, Vol.47 No. 3, Page 21.	a:Holmberg
OPEN	/wpo/pdf/vol47no4.pdf#page=7	Elliott West, "The Achievement of Undaunted Courage: Re-reading the Book On Its 25th Birthday," November 2021, Vol.47 No. 4, Page 5.	t:Chuinard
OPEN	/wpo/pdf/vol47no4.pdf#page=15	Dayton Duncan, "Friendship, the Trail, Great Adventure: Exploring the West with Stephen Ambrose," November 2021, Vol.47 No. 4, Page 13.	t:Grinder
OPEN	/wpo/pdf/vol47no4.pdf#page=28	Wayne Fairchild, "Ambrose in Fort Benton the Morning the Towers Fell," November 2021, Vol.47 No. 4, Page 26.	t:assassin
OPEN	/wpo/pdf/vol48no1.pdf#page=8	William K. Brunot, "The Building of the Barge: The Creation of the Lewis and Clark Flagship," February 2022, Vol.48 No. 1, Page 6.	t:Wilkinson
OPEN	/wpo/pdf/vol48no1.pdf#page=32	David and Marti Peck, "The Death of Meriwether Lewis: A Search for Truth," February 2022, Vol.48 No. 1, Page 30.	a:Peck,t:Chuinard,t:Gilbert Russell,t:Grinder,t:Starrs,t:Vardis,t:coroner,t:exhum,t:suicide,ti:death
OPEN	/wpo/pdf/vol48no2.pdf#page=35	Shannon Kelly, "Beyond the Conflict: Frederick Bates in the Greater Context of the Post-Expedition West, Part One: "I shall step a high and a Proud path."," May 2022, Vol.48 No. 2, Page 33.	t:Alexander Wilson,t:Wilkinson,t:assassin,t:suicide
OPEN	/wpo/pdf/vol48no3.pdf#page=2	Clay S. Jenkinson, "Just Who Is Buried On the Wind River Reservation Near Lander?," August 2022, Vol.48 No. 3, Page 0.	t:Grinder
OPEN	/wpo/pdf/vol48no3.pdf#page=8	Shannon Kelly, "Beyond the Conflict: Frederick Bates in the Greater Context of the Post-Expedition West, Part Two," August 2022, Vol.48 No. 3, Page 6.	t:Pernier,t:Wilkinson
OPEN	/wpo/pdf/vol48no3.pdf#page=47	Bob Stalder, "On the Research Trail with Stephen Ambrose," August 2022, Vol.48 No. 3, Page 45.	t:Grinder,t:suicide
OPEN	/wpo/pdf/vol49no1.pdf#page=22	Deveney Reber and Jay H. Buckley, "Forgotten Brother Reuben Lewis: Missouri River Fur Trader and Indian Agent for the Arkansas Cherokees," February 2023, Vol.49 No. 1, Page 20.	a:Buckley,t:Wilkinson
OPEN	/wpo/pdf/vol49no2.pdf#page=29	Barbara Kubik, "Historians Who Haunt My Library," May 2023, Vol.49 No. 2, Page 27.	t:Chuinard,t:suicide
OPEN	/wpo/pdf/vol49no3.pdf#page=6	Maren C. Burgess and Jay H. Buckley, "Seeking Sacagawea: A Comparison of the Principal Accounts of the Birth, Life, and Death of Bird Woman," August 2023, Vol.49 No. 3, Page 4.	a:Buckley,t:Wilkinson,ti:death
OPEN	/wpo/pdf/vol49no3.pdf#page=56	Jay H. Buckley, "Sacagawea: Selected Bibliography," August 2023, Vol.49 No. 3, Page 54.	a:Buckley,t:Chuinard
OPEN	/wpo/pdf/vol49no3.pdf#page=61	Jay H. Buckley, "So Hard to Die: A Physician and a Psychologist Explore the Mystery of Meriwether Lewis's Death (book review)," August 2023, Vol.49 No. 3, Page 59.	a:Buckley,t:Chuinard,t:Grinder,t:assassin,t:exhum,t:suicide,ti:death
OPEN	/wpo/pdf/vol49no4.pdf#page=45	Jeffery D. Nokes and Jay H. Buckley, "Teaching Critically about Lewis and Clark: Challenging Dominant Narratives in the K-12 Curriculum (Book Review)," November 2023, Vol.49 No. 4, Page 43.	a:Buckley
OPEN	/wpo/pdf/vol49no4.pdf#page=50	Jay H. Buckley, "Peace and Friendship: An Alternative History of the American West (Book Review)," November 2023, Vol.49 No. 4, Page 48.	a:Buckley
OPEN	/wpo/pdf/vol49no4.pdf#page=31	David and Marti Peck, "To the Editor," November 2023, Vol.49 No. 4, Page 51.	a:Peck,t:suicide
OPEN	/wpo/pdf/vol50no1.pdf#page=8	Dan Flores, "The Corps of Discovery and America's Wild New World," February 2024, Vol.50 No. 1, Page 6.	t:Alexander Wilson
OPEN	/wpo/pdf/vol50no1.pdf#page=23	James J. Holmberg, "Writing What Deserves to be Read: Lewis and Clark Historiography," February 2024, Vol.50 No. 1, Page 21.	a:Holmberg,t:Alexander Wilson,t:Chuinard,t:Phelps,t:Vardis,t:suicide
OPEN	/wpo/pdf/vol50no1.pdf#page=35	Arend Flick, "The Lewis and Clark Expedition as Monomyth," February 2024, Vol.50 No. 1, Page 33.	t:Wilkinson,t:suicide
OPEN	/wpo/pdf/vol50no2.pdf#page=4	J. Jefferson Looney, "The Corps of Discovery and Thomas Jefferson: Prehistory and Aftermath," May 2024, Vol.50 No. 2, Page 4.	t:suicide
OPEN	/wpo/pdf/vol50no2.pdf#page=19	James J. Holmberg, "The Clark Family and the Most Famous in Sports," May 2024, Vol.50 No. 2, Page 19.	a:Holmberg
OPEN	/wpo/pdf/vol50no2.pdf#page=39	David and Marti Peck, "To the Editor," May 2024, Vol.50 No. 2, Page 39.	a:Peck,t:Gilbert Russell
OPEN	/wpo/pdf/vol50no3.pdf#page=2	"Speaking of Discovery," August 2024, Vol.50 No. 3, Page 0.	t:Chuinard
OPEN	/wpo/pdf/vol50no3.pdf#page=12	Clay S. Jenkinson, "An Interview with James J. Holmberg," August 2024, Vol.50 No. 3, Page 10.	t:Alexander Wilson,t:Gilbert Russell,t:Grinder,t:Neelly,t:Pernier,t:Vardis,t:Wilkinson,t:assassin,t:suicide
OPEN	/wpo/pdf/vol50no4.pdf#page=59	David L. Nicandri, "The Lost Journals of Sacajawea: A Novel (Book Review)," November 2024, Vol.50 No. 4, Page 57.	t:assassin
OPEN	/wpo/pdf/vol51no2.pdf#page=2	Clay S. Jenkinson, "The Lewis and Clark Story: The Unfinished Journey," May 2025, Vol.51 No. 2, Page 0.	t:suicide
OPEN	/wpo/pdf/vol51no2.pdf#page=6	Jay H. Buckley, "William Clark's Treaties with Indian Nations: A Brief Overview," May 2025, Vol.51 No. 2, Page 6.	a:Buckley
OPEN	/wpo/pdf/vol51no3.pdf#page=14	Larry McClure and Rick Chromey, "The Hand of Providence: Religion and the Corps of Discovery," August 2025, Vol.51 No. 3, Page 14.	t:Chuinard
OPEN	/wpo/pdf/vol51no3.pdf#page=30	Robert Bartsch, "Who was Meriwether Lewis? Not Manic, Not an Alcoholic," August 2025, Vol.51 No. 3, Page 30.	t:Chuinard,t:Gilbert Russell,t:suicide
OPEN	/wpo/pdf/vol51no3.pdf#page=43	Arend Flick, "George and Anne Holmes: Meriwether Lewis' Most Elusive Ancestors," August 2025, Vol.51 No. 3, Page 43.	t:coroner
OPEN	/wpo/pdf/vol51no3.pdf#page=56	Jay H. Buckley, "Jim Bridger: Trailblazer of the American West (Book Review)," August 2025, Vol.51 No. 3, Page 56.	a:Buckley
PRINT		Clay S. Jenkinson, "Some Thoughts on Jefferson's Brainchild," November 2025, Vol.51 No. 4, Page 0.	t:suicide
PRINT		David L. Nicandri, "Naming of Montana's Judith River: A Case Study in Journal Dynamics," November 2025, Vol.51 No. 4, Page 6.	t:suicide
PRINT		Larry E. Morris, "Meriwether Lewis and the Great Divide," November 2025, Vol.51 No. 4, Page 30.	t:Grinder,t:suicide
PRINT		Clay S. Jenkinson, "Remains of the Day," February 2026, Vol.52 No. 1, Page 0.	t:Grinder,t:Neelly,t:suicide
PRINT		Thomas S. Jandebeur, "Meriwether Lewis's Trunks: Thomas Freeman's "Memorandum of Lewis's Personal Effects"," February 2026, Vol.52 No. 1, Page 22.	t:Gilbert Russell,t:Grinder,t:Neelly,t:Pernier,t:Starrs,t:Vardis,t:Wilkinson,t:assassin
PRINT		Brad Tennant, "The Treacherous Behavior of Manuel Lisa," February 2026, Vol.52 No. 1, Page 38.	t:Wilkinson
PRINT		Jay H. Buckley, "Jefferson's Spy: Volume 1: The Secret Life of Meriwether Lewis (Book Review)," February 2026, Vol.52 No. 1, Page 47.	a:Buckley,t:Grinder,t:Neelly,t:Starrs,t:Vardis,t:Wilkinson,t:assassin,t:coroner,t:exhum,t:suicide
PRINT		Michael I. Prats and Peter VanDerPuy, "An Uncanny Similarity," February 2026, Vol.52 No. 1, Page 51.	t:Alexander Wilson,t:Gilbert Russell,t:Grinder,t:Neelly
PRINT		Jay H. Buckley, Brynn Hiatt Tingey, and Kate Stahlecker, "Thomas Jefferson: America's Flawed Founder of Freedom," May 2026, Vol.52 No. 2, Page 6.	a:Buckley
PRINT		Bill Bronson, "A Message from the President," August 2026, Vol.52 No. 3, Page 3.	t:suicide
PRINT		Craig Fehrman, "Bibliographical Notes from THIS VAST ENTERPRISE," August 2026, Vol.52 No. 3, Page 16.	t:Wilkinson
